,ts_code,ann_date,type,p_change_min,p_change_max
557,002175.SZ,20190330,续亏,26.5754,55.9453
558,002175.SZ,20190131,续亏,-80.1473,-50.7355
559,002175.SZ,20181030,续亏,-39.706,4.4117
560,002175.SZ,20180822,首亏,-1121.01,-1022.8359
561,002175.SZ,20180714,首亏,-247.0643,-217.6514
562,002175.SZ,20180427,首亏,-198.0428,-158.8257
563,002175.SZ,20180331,首亏,-288.7646,-225.8431
564,002175.SZ,20180131,预减,-75.48,-59.13
565,002728.SZ,20190329,预增,30.0,60.0
566,002728.SZ,20181016,预增,40.0,65.0
567,002728.SZ,20180809,略增,20.0,50.0
568,002728.SZ,20180428,略增,0.0,35.0
569,002724.SZ,20181022,预增,18.45,64.52
570,002724.SZ,20180814,预增,12.36,57.31
571,002724.SZ,20180424,预增,94.4,143.0
572,002726.SZ,20181026,略减,-15.0,-5.0
573,002726.SZ,20181015,略减,-23.0,-20.0
574,002726.SZ,20180824,略减,-42.0,-35.0
575,002726.SZ,20180714,略减,-36.0,-32.0
576,002726.SZ,20180428,略减,-20.0,0.0
577,002726.SZ,20180327,略增,0.0,20.0
578,300380.SZ,20190410,续盈,-10.0,20.0
579,300380.SZ,20190129,预增,109.3,136.94
580,300380.SZ,20181013,预增,700.96,730.58
581,300380.SZ,20180714,扭亏,172.4135,244.827
582,300380.SZ,20180410,扭亏,106.5459,152.3673
583,300380.SZ,20180130,扭亏,151.3015,176.9522
584,603005.SH,20180125,预增,56.87,81.52
585,300365.SZ,20190322,略减,-20.0,0.0
586,300365.SZ,20181228,预增,40.0,70.0
587,300365.SZ,20180921,预增,53.2,63.25
588,300365.SZ,20180619,预增,40.0,70.0
589,300365.SZ,20180316,预增,50.0,75.0
590,300365.SZ,20180110,预增,50.0,75.0
591,300399.SZ,20190410,扭亏,235.7699,405.4822
592,300399.SZ,20190130,扭亏,181.0229,201.2787
593,300399.SZ,20181015,首亏,-381.9046,-205.7142
594,300399.SZ,20180714,续亏,-1145.3171,-862.2905
595,300399.SZ,20180410,首亏,-156.141,-109.3568
596,300399.SZ,20180130,首亏,-280.0,-250.0
597,300359.SZ,20190426,首亏,,
598,300359.SZ,20190410,略减,-40.0,-20.0
599,300359.SZ,20190131,首亏,-1042.8042,-1035.2618
600,300359.SZ,20180828,扭亏,262.77,425.53
601,300359.SZ,20180713,-,88.8005,116.7992
602,300359.SZ,20180410,扭亏,115.6086,178.0432
603,300359.SZ,20180127,略减,-41.72,-27.14
604,300379.SZ,20190423,预增,2385.0,
605,300379.SZ,20190410,预增,361.35,385.63
606,300379.SZ,20190326,预增,227.8,255.12
607,300379.SZ,20190109,扭亏,139.0515,140.6786
608,300379.SZ,20181013,略减,-47.41,-34.27
609,300379.SZ,20180713,预减,-86.6,-73.19
610,300379.SZ,20180410,略增,2.89,6.11
611,300379.SZ,20180131,首亏,-355.0204,-350.5306
612,603100.SH,20190130,预增,144.73,144.73
613,601326.SH,20190412,预减,-68.39,-62.64
614,601326.SH,20180127,预增,145.0,175.0
615,002905.SZ,20181031,续盈,-32.4,10.15
616,002905.SZ,20180829,续盈,-17.97,18.18
617,002905.SZ,20180420,续盈,-18.33,22.5
618,002905.SZ,20180330,预增,140.0,185.0
619,002712.SZ,20190330,略增,0.0,30.0
620,002712.SZ,20181027,略增,0.0,50.0
621,002712.SZ,20180831,略增,0.0,50.0
622,002712.SZ,20180425,预增,20.0,70.0
623,002712.SZ,20180331,预增,70.0,120.0
624,002165.SZ,20190424,预增,238.0,286.0
625,002165.SZ,20190329,预增,539.0,589.0
626,002165.SZ,20181030,预减,-51.0,-21.0
627,002165.SZ,20180823,预减,-70.0,-40.0
628,002165.SZ,20180420,预减,-93.0,-68.0
629,002165.SZ,20180329,预减,-94.7,-73.7
630,002192.SZ,20190423,续亏,-824.0612,-664.7403
631,002192.SZ,20190330,续亏,-261.2236,-188.9789
632,002192.SZ,20190227,首亏,-119.3472,-113.8194
633,002192.SZ,20181027,预减,-97.0,-86.0
634,002192.SZ,20180825,首亏,-568.8314,-393.0196
635,002192.SZ,20180714,首亏,-897.0242,-578.2145
636,002192.SZ,20180424,首亏,-1853.4532,-1375.2387
637,002192.SZ,20180331,首亏,-1895.4441,-1242.5553
638,002192.SZ,20180131,预增,540.0,590.0
639,300386.SZ,20190410,略增,15.0,35.0
640,300386.SZ,20190130,略增,5.0,15.0
641,300386.SZ,20181013,略增,40.0,50.0
642,300386.SZ,20180713,略增,35.0,45.0
643,300386.SZ,20180410,预减,-90.0,-80.0
644,300386.SZ,20180131,略增,0.0,10.0
645,300405.SZ,20190410,预增,206.1,233.52
646,300405.SZ,20190201,首亏,-525.19,-503.27
647,300405.SZ,20190131,首亏,-325.19,-303.27
648,300405.SZ,20181013,略减,-43.81,-38.19
649,300405.SZ,20180714,预减,-68.54,-58.05
650,300405.SZ,20180410,略增,1.3,29.57
651,300405.SZ,20180131,预增,36.66,65.26
652,300387.SZ,20190410,略增,0.0,10.0
653,300387.SZ,20190126,略增,2.0,12.0
654,300387.SZ,20181012,略增,5.0,12.0
655,300387.SZ,20180714,略增,5.0,25.0
656,300387.SZ,20180410,略增,5.0,25.0
657,300387.SZ,20180109,略减,-25.0,-5.0
658,300378.SZ,20190327,首亏,-629.0072,-452.6715
659,300378.SZ,20190131,略增,24.0,39.0
660,300378.SZ,20181013,略增,5.0,15.0
661,300378.SZ,20180714,略增,5.0,15.0
662,300378.SZ,20180329,-,77.8684,133.1974
663,300378.SZ,20180130,预增,41.0,58.0
664,002773.SZ,20181023,略增,5.0,35.0
665,002773.SZ,20180829,略增,5.0,35.0
666,002773.SZ,20180427,略增,20.0,50.0
667,300390.SZ,20190409,预增,50.0,80.0
668,300390.SZ,20190119,预增,50.0,80.0
669,300390.SZ,20181013,预增,50.0,70.0
670,300390.SZ,20180714,预增,50.0,70.0
671,300390.SZ,20180409,略增,0.0,20.0
672,300390.SZ,20180130,预增,80.0,110.0
673,603111.SH,20190430,扭亏,,
674,603111.SH,20190131,首亏,-1239.2069,-1061.2058
675,603111.SH,20181031,首亏,,
676,603111.SH,20180831,首亏,,
677,603111.SH,20180421,预增,100.0,150.0
678,002166.SZ,20190429,预减,-60.0,-30.0
679,002166.SZ,20181029,预减,-60.0,-40.0
680,002166.SZ,20180827,续盈,-20.0,10.0
681,002166.SZ,20180427,续盈,-10.0,40.0
682,002166.SZ,20180130,预增,80.0,130.0
683,002360.SZ,20190327,预减,-80.0,-30.0
684,002360.SZ,20181023,预增,10.0,60.0
685,002360.SZ,20180731,预增,30.0,80.0
686,002360.SZ,20180713,预增,110.0,160.0
687,002360.SZ,20180428,预增,40.0,90.0
688,002360.SZ,20180323,预增,40.0,90.0
689,002281.SZ,20181020,续盈,-30.0,20.0
690,002281.SZ,20180825,续盈,-20.0,10.0
691,002281.SZ,20180426,续盈,-30.0,20.0
692,002867.SZ,20181024,略增,30.0,50.0
693,002867.SZ,20180828,略增,20.0,40.0
694,002867.SZ,20180428,略增,15.0,30.0
695,300580.SZ,20190410,略增,0.0,20.0
696,300580.SZ,20190118,略增,5.0,20.0
697,300580.SZ,20181013,略增,0.0,20.0
698,300580.SZ,20180711,略增,10.0,20.0
699,300580.SZ,20180410,续盈,-15.0,15.0
700,300580.SZ,20180119,略增,15.0,20.0
701,300578.SZ,20190328,预增,490.81,520.68
702,300578.SZ,20190131,预减,-56.21,-41.61
703,300578.SZ,20181013,略增,19.75,27.77
704,300578.SZ,20180714,略增,6.98,22.26
705,300578.SZ,20180410,略增,15.0,25.0
706,300578.SZ,20180130,续盈,-3.12,22.29
707,300571.SZ,20190328,预增,29.92,50.87
708,300571.SZ,20190124,预增,112.31,142.2
709,300571.SZ,20180926,预增,188.43,204.72
710,300571.SZ,20180622,预增,112.62,142.43
711,300571.SZ,20180320,预增,91.97,119.4
712,300571.SZ,20180131,预增,77.59,106.5
713,300598.SZ,20190410,续亏,-0.7022,22.5367
714,300598.SZ,20190125,预减,-58.0,-50.0
715,300598.SZ,20180829,略减,-49.0,-49.0
716,300598.SZ,20180714,预减,-87.5,-75.0
717,300598.SZ,20180427,首亏,,
718,300598.SZ,20180410,首亏,-439.661,-366.8765
719,300598.SZ,20180130,略减,-28.8,-18.91
720,603165.SH,20190110,略减,-47.83,-47.83
721,603165.SH,20181027,预减,-52.343,-49.8347
722,603165.SH,20180831,略减,-49.3223,-45.7024
723,603165.SH,20180427,略减,-33.6024,-28.0692
724,603165.SH,20180131,预增,200.61,208.36
725,603360.SH,20190126,略增,41.47,49.76
726,603032.SH,20190131,预增,1020.0,1060.0
727,603032.SH,20181025,-,,
728,603032.SH,20181013,预减,-80.0,-60.0
729,603032.SH,20180713,预减,-90.0,-70.0
730,603032.SH,20180412,预减,-100.0,-80.0
731,300597.SZ,20190410,续盈,-4.19,6.45
732,300597.SZ,20190119,略增,1.0,5.0
733,300597.SZ,20181013,略减,-29.17,-17.36
734,300597.SZ,20180713,续盈,-8.0,2.0
735,300597.SZ,20180410,续盈,-3.36,7.79
736,300597.SZ,20180131,略减,-25.0,-5.0
737,300576.SZ,20190410,略增,5.0,15.0
738,300576.SZ,20190123,略增,10.0,20.0
739,300576.SZ,20181013,略增,0.0,10.0
740,300576.SZ,20180713,略增,0.0,10.01
741,300576.SZ,20180409,续盈,-10.0,10.0
742,300576.SZ,20180131,略增,5.38,11.23
743,300581.SZ,20190410,扭亏,244.8068,353.4118
744,300581.SZ,20190130,略增,15.41,45.09
745,300581.SZ,20181013,预增,33.04,59.65
746,300581.SZ,20180714,预减,-69.81,-45.67
747,300581.SZ,20180410,首亏,-155.9914,-126.6626
748,300581.SZ,20180130,续盈,-14.18,4.89
749,002855.SZ,20181024,续盈,-45.0,5.0
750,002855.SZ,20180823,续盈,-40.0,10.0
751,002855.SZ,20180425,续盈,-35.0,15.0
752,002855.SZ,20180331,预减,-80.0,-35.0
753,603665.SH,20180106,略减,-16.0,-6.0
754,300684.SZ,20190410,略减,-15.0,0.0
755,300684.SZ,20190130,预增,58.07,82.38
756,300684.SZ,20181015,预增,215.0,245.0
757,300684.SZ,20180713,扭亏,15676.324,17623.3645
758,300684.SZ,20180426,扭亏,,
759,300684.SZ,20180330,扭亏,,
760,300684.SZ,20180130,预增,97.99,125.11
761,603089.SH,20190122,预增,35.0,55.0
762,603089.SH,20180824,-,,
763,002846.SZ,20190327,预增,155.27,201.08
764,002846.SZ,20181026,续盈,-15.0,10.0
765,002846.SZ,20180828,略减,-35.0,-5.0
766,002846.SZ,20180418,略减,-45.0,-15.0
767,002846.SZ,20180330,略减,-40.43,-23.41
768,300592.SZ,20190405,首亏,-604.7701,-352.385
769,300592.SZ,20190116,预减,-80.0,-50.0
770,300592.SZ,20181029,略减,,
771,300592.SZ,20181013,略减,-50.0,-40.0
772,300592.SZ,20180830,略减,-50.0,-40.0
773,300592.SZ,20180713,略减,-21.35,-3.87
774,300592.SZ,20180409,扭亏,2877.7778,5655.5556
775,300592.SZ,20180119,略增,12.42,24.91
776,300575.SZ,20190322,预增,62.91,92.52
777,300575.SZ,20190119,预增,66.2,74.73
778,300575.SZ,20181012,预增,57.19,63.48
779,300575.SZ,20180713,略增,9.69,25.36
780,300575.SZ,20180330,略减,-35.81,-22.97
781,300575.SZ,20180130,预增,36.08,55.52
782,002847.SZ,20190131,略增,0.4,18.65
783,002847.SZ,20181027,续盈,-5.69,6.48
784,002847.SZ,20180810,续盈,-4.99,6.19
785,002847.SZ,20180421,续盈,-8.7,8.12
786,002847.SZ,20180330,略增,2.49,18.26
787,603817.SH,20190123,略增,12.68,23.74
788,300678.SZ,20190330,略增,5.0,10.0
789,300678.SZ,20190115,略增,5.0,15.0
790,300678.SZ,20181012,略增,5.0,15.0
791,300678.SZ,20180710,略增,0.0,5.0
792,300678.SZ,20180409,扭亏,145.3783,281.5133
793,300678.SZ,20180120,略增,5.0,15.0
794,300568.SZ,20190330,略减,-20.7,-16.23
795,300568.SZ,20190315,略减,-39.73,-35.26
796,300568.SZ,20181215,预增,88.0,97.0
797,300568.SZ,20181013,预增,80.0,100.0
798,300568.SZ,20180714,预增,115.54,115.54
799,300568.SZ,20180410,预增,79.16,96.77
800,300568.SZ,20180109,略减,-32.44,-26.01
801,603330.SH,20190426,不确定,,
802,603330.SH,20190417,略减,-20.0,0.0
803,603330.SH,20190115,略增,20.0,35.0
804,603330.SH,20181026,略增,,
805,603330.SH,20181012,预增,85.0,110.0
806,603330.SH,20180816,略增,,
807,603330.SH,20180713,预增,108.0,144.0
808,603330.SH,20180418,略增,20.0,40.0
809,603330.SH,20180410,略减,-47.0,-39.0
810,603330.SH,20180124,略减,-34.0,-24.0
811,002853.SZ,20190330,略增,0.0,40.0
812,002853.SZ,20181023,略增,25.0,45.0
813,002853.SZ,20180814,略增,20.0,50.0
814,002853.SZ,20180427,预增,25.0,55.0
815,002853.SZ,20180329,预增,25.0,65.0
816,002853.SZ,20180131,略增,15.0,30.0
817,002849.SZ,20181023,略增,3.37,22.17
818,002849.SZ,20180809,预增,17.05,60.95
819,002849.SZ,20180425,预增,20.47,53.79
820,002849.SZ,20180330,预增,45.83,74.58
821,300617.SZ,20190228,略减,-33.2,-9.62
822,300617.SZ,20190118,续盈,-12.28,12.78
823,300617.SZ,20181013,略增,3.27,22.05
824,300617.SZ,20180714,略增,2.13,22.55
825,300617.SZ,20180410,略减,-26.08,-5.92
826,300617.SZ,20180119,略增,0.0,25.0
827,300659.SZ,20190330,续亏,-104.0584,-45.756
828,300659.SZ,20190126,略减,-15.0,-3.0
829,300659.SZ,20181013,首亏,-156.9662,-122.7865
830,300659.SZ,20180714,首亏,-186.6437,-148.8355
831,300659.SZ,20180322,续亏,-589.9225,-434.8837
832,300659.SZ,20180131,略增,0.0,5.1
833,002852.SZ,20181029,略增,10.0,50.0
834,002852.SZ,20180821,略增,20.0,50.0
835,002852.SZ,20180425,预增,20.0,60.0
836,002852.SZ,20180331,续盈,-10.0,10.0
837,300653.SZ,20190330,略增,20.0,40.0
838,300653.SZ,20181020,预增,40.0,60.0
839,300653.SZ,20180810,预增,50.0,70.0
840,300653.SZ,20180426,预增,85.0,95.0
841,300653.SZ,20180330,预增,160.0,190.0
842,300653.SZ,20180130,略增,30.0,40.0
843,600289.SH,20190131,续亏,41.7995,43.4128
844,600289.SH,20180131,首亏,-3073.0,-3035.0
845,600290.SH,20190131,首亏,-250.4351,-250.4351
846,600290.SH,20181013,预减,-71.0,-43.0
847,600290.SH,20180131,扭亏,188.8033,221.8464
848,600291.SH,20190124,预减,-83.97,-83.97
849,600293.SH,20180403,预增,67.81,67.81
850,600293.SH,20180104,预增,111.11,138.89
851,600295.SH,20190131,预增,69.0,85.0
852,600295.SH,20180130,预增,90.2,100.5
853,600297.SH,20180130,略增,35.0,45.0
854,600298.SH,20180124,预增,50.0,70.0
855,600301.SH,20190118,扭亏,269.3354,269.3354
856,600301.SH,20181024,-,,
857,600301.SH,20180130,首亏,-648.6985,-648.6985
858,600302.SH,20190425,续亏,,
859,600302.SH,20190131,扭亏,579.4864,579.4864
860,600302.SH,20181031,续亏,,
861,600302.SH,20180831,续亏,,
862,600302.SH,20180428,首亏,,
863,600302.SH,20180131,首亏,-108.9901,-108.9901
864,600303.SH,20190130,首亏,-140.5021,-140.5021
865,600303.SH,20181030,预减,,
866,600303.SH,20180824,预减,,
867,600303.SH,20180131,预增,429.0,429.0
868,600305.SH,20180125,预增,50.0,70.0
869,600306.SH,20190426,续亏,,
870,600306.SH,20190129,首亏,-246.4869,-246.4869
871,600306.SH,20181026,首亏,,
872,600306.SH,20180817,首亏,,
873,600306.SH,20180428,首亏,,
874,600307.SH,20190122,预增,156.43,156.43
875,600307.SH,20180711,预增,66.5,66.5
876,600307.SH,20180127,预增,373.0,373.0
877,600308.SH,20180131,预增,235.1,246.09
878,600309.SH,20180120,预增,200.0,200.0
879,600310.SH,20190427,不确定,,
880,600310.SH,20181027,-,,
881,600310.SH,20180822,-,,
882,600310.SH,20180131,预减,-76.12,-56.06
883,600311.SH,20190426,续亏,,
884,600311.SH,20190129,首亏,-3913.2296,-3913.2296
885,600311.SH,20181023,首亏,,
886,600311.SH,20180828,首亏,,
887,600311.SH,20180127,扭亏,105.3883,105.3883
888,600312.SH,20190129,预减,-57.0,-52.0
889,600312.SH,20181012,预减,-99.52,-99.52
890,600312.SH,20180728,首亏,-139.9988,-134.9989
891,600312.SH,20180131,略减,-50.0,-45.0
892,600313.SH,20190124,扭亏,109.4668,111.5705
893,600313.SH,20180421,首亏,-737.4234,-737.4234
894,600313.SH,20180130,预减,-76.0,-76.0
895,600315.SH,20180201,预增,93.0,93.0
896,600316.SH,20190129,预增,334.0,399.0
897,600316.SH,20180127,预增,150.0,197.0
898,600317.SH,20190116,预增,70.0,90.0
899,600318.SH,20190130,扭亏,112.9566,119.435
900,600318.SH,20180131,首亏,-333.6225,-296.7348
901,600319.SH,20190131,预减,-100.0,-70.0
902,600321.SH,20190126,扭亏,922.1947,987.9703
903,600321.SH,20180731,扭亏,260.0,280.0
904,600322.SH,20180127,扭亏,153.0831,158.3914
905,600328.SH,20190131,略增,24.15,24.15
906,600328.SH,20180130,预增,152.95,152.95
907,600330.SH,20190123,预增,80.0,95.0
908,600330.SH,20180705,预增,55.0,65.0
909,600330.SH,20180328,预增,50.0,60.0
910,600331.SH,20190131,首亏,-1554.97,-1312.48
911,600331.SH,20180131,预增,63.49,94.64
912,600332.SH,20190131,预增,57.64,89.17
913,600333.SH,20190424,续亏,,
914,600333.SH,20190129,首亏,-241.811,-206.3583
915,600333.SH,20181030,略减,,
916,600333.SH,20180816,续亏,,
917,600333.SH,20180721,首亏,-717.329,-717.329
918,600336.SH,20190131,预增,110.0,130.0
919,600338.SH,20180118,预增,69.16,92.23
920,600339.SH,20180125,略减,-48.0,-48.0
921,600345.SH,20180131,预增,290.0,333.0
922,600346.SH,20190131,略增,12.69,12.69
923,600346.SH,20181016,预增,98.0,98.0
924,600346.SH,20180330,预增,229.0,229.0
925,600380.SH,20190119,预减,-67.78,-64.77
926,600380.SH,20181030,预减,-67.78,-60.22
927,600380.SH,20181016,预减,-69.82,-68.09
928,600380.SH,20180825,预减,-73.25,-68.06
929,600380.SH,20180713,略增,25.01,34.2
930,600380.SH,20180113,预增,362.51,383.92
931,600381.SH,20190131,预减,-77.61,-72.45
932,600381.SH,20180118,略增,18.0,37.0
933,600382.SH,20180130,预增,80.0,100.0
934,600385.SH,20190425,续亏,,
935,600385.SH,20190131,续亏,-60.2314,-60.2314
936,600385.SH,20181025,续亏,,
937,600385.SH,20180818,续亏,,
938,600385.SH,20180124,首亏,-361.4664,-361.4664
939,600389.SH,20190116,预增,46.59,58.64
940,600389.SH,20180830,略增,,
941,600389.SH,20180127,预增,320.73,358.91
942,600390.SH,20180109,预增,59.61,59.61
943,600391.SH,20190427,续亏,,
944,600391.SH,20190131,首亏,-740.0143,-740.0143
945,600391.SH,20181030,首亏,,
946,600391.SH,20180825,首亏,,
947,600393.SH,20190429,预减,-77.44,-72.92
948,600393.SH,20190130,预减,-70.03,-64.04
949,600393.SH,20180131,预增,775.0,825.0
950,600395.SH,20180120,预增,330.0,370.0
951,600396.SH,20190426,续亏,,
952,600396.SH,20190131,续亏,-2.7157,15.1479
953,600396.SH,20181027,续亏,,
954,600396.SH,20180824,续亏,,
955,600396.SH,20180427,续亏,,
956,600396.SH,20180130,首亏,-4530.4555,-4064.0917
957,600399.SH,20190430,不确定,,
958,600399.SH,20190430,预减,-96.1642,-92.3283
959,600399.SH,20190126,扭亏,279.4278,309.3324
960,600399.SH,20180131,首亏,,
961,600400.SH,20190131,预减,-67.2,-64.09
962,600400.SH,20180131,预增,279.0,279.0
963,600415.SH,20180131,预增,35.0,65.0
964,600418.SH,20190423,预减,-69.0,-69.0
965,600418.SH,20190420,预减,-69.0,-69.0
966,600418.SH,20190131,首亏,-278.2861,-278.2861
967,600418.SH,20181020,预减,-78.0,-78.0
968,600418.SH,20180731,预减,-53.0,-53.0
969,600418.SH,20180131,预减,-58.0,-58.0
970,600448.SH,20180929,预增,100.0,114.0
971,600456.SH,20190412,扭亏,454.7931,454.7931
972,600456.SH,20190119,预增,598.0,691.0
973,600456.SH,20181012,扭亏,457.2986,457.2986
974,600456.SH,20180720,扭亏,165.0084,165.0084
975,600466.SH,20190125,预增,57.0,79.0
976,600466.SH,20181015,预增,92.0,137.0
977,600466.SH,20180731,预增,94.0,129.0
978,600466.SH,20180109,预增,40.0,60.0
979,600486.SH,20190124,预增,57.0,57.0
980,600486.SH,20181023,预增,50.0,100.0
981,600486.SH,20180821,预增,80.0,130.0
982,600486.SH,20180424,预增,80.0,130.0
983,600501.SH,20190420,续亏,,
984,600501.SH,20181030,首亏,,
985,600506.SH,20180131,扭亏,157.9648,157.9648
986,600508.SH,20180727,预增,50.0,70.0
987,600509.SH,20190131,预减,-68.68,-68.68
988,600509.SH,20181027,预减,-80.0,-50.0
989,600509.SH,20180830,预减,-80.0,-60.0
990,600509.SH,20180713,预减,-96.0,-96.0
991,600509.SH,20180428,预减,-60.0,-40.0
992,600519.SH,20180131,预增,58.0,58.0
993,600520.SH,20180130,预减,-50.61,-30.36
994,600528.SH,20180130,略增,9.0,9.0
995,600530.SH,20190131,首亏,-430.3591,-430.3591
996,600533.SH,20190131,预增,269.0,269.0
997,600533.SH,20180131,预减,-80.0,-60.0
998,600536.SH,20190429,续亏,,
999,600536.SH,20180827,续亏,,
1000,600536.SH,20180427,续亏,,
1001,600539.SH,20190131,扭亏,112.814,116.7568
1002,600539.SH,20180414,续亏,-386.6644,-386.6644
1003,600539.SH,20180131,扭亏,160.1171,160.1171
1004,600548.SH,20190131,预增,147.0,147.0
1005,600550.SH,20190131,首亏,-1113.3665,-1113.3665
1006,600550.SH,20181030,首亏,,
1007,600550.SH,20180828,首亏,,
1008,600555.SH,20190131,首亏,-432.1803,-432.1803
1009,600555.SH,20181031,首亏,,
1010,600555.SH,20180131,扭亏,123.1047,123.1047
1011,300103.SZ,20190426,不确定,,
1012,300103.SZ,20190326,预减,-95.0,-65.0
1013,300103.SZ,20190131,预减,-75.0,-45.0
1014,300103.SZ,20181013,续盈,-10.0,20.0
1015,300103.SZ,20180713,续盈,-10.0,10.0
1016,300103.SZ,20180327,预增,55.0,85.0
1017,300103.SZ,20180125,预增,80.0,110.0
1018,002465.SZ,20190330,略增,10.0,30.0
1019,002465.SZ,20181025,略增,30.0,50.0
1020,002465.SZ,20180824,略增,20.0,50.0
1021,002465.SZ,20180417,略增,20.0,50.0
1022,002465.SZ,20180328,略增,20.0,50.0
1023,002484.SZ,20181025,略增,10.0,40.0
1024,002484.SZ,20180823,略增,10.0,40.0
1025,002484.SZ,20180424,略增,15.0,45.0
1026,300126.SZ,20190425,不确定,,
1027,300126.SZ,20190411,续亏,46.3482,84.6709
1028,300126.SZ,20190126,首亏,-1158.4816,-1045.8772
1029,300126.SZ,20181027,首亏,,
1030,300126.SZ,20180825,首亏,-1667.65,-1397.37
1031,300126.SZ,20180714,首亏,-1230.0353,-1200.0357
1032,300126.SZ,20180425,-,,
1033,300126.SZ,20180410,首亏,-450.0006,-419.9983
1034,300126.SZ,20180131,略减,-50.0,-20.0
1035,002468.SZ,20181025,略增,35.0,50.0
1036,002468.SZ,20180824,预增,40.0,55.0
1037,002468.SZ,20180428,略增,15.0,30.0
1038,300173.SZ,20190410,预减,-90.0,-70.0
1039,300173.SZ,20190131,首亏,-1342.8555,-1335.4133
1040,300173.SZ,20181015,略减,-50.0,-20.0
1041,300173.SZ,20180714,略减,-39.0,-20.0
1042,300173.SZ,20180326,预增,650.0,680.0
1043,300173.SZ,20180131,略增,0.0,30.0
1044,300110.SZ,20190410,预增,100.0,130.0
1045,300110.SZ,20190130,略增,0.0,20.0
1046,300110.SZ,20181013,略增,10.11,29.54
1047,300110.SZ,20180710,预增,77.18,106.71
1048,300110.SZ,20180331,预减,-63.86,-51.82
1049,300110.SZ,20180112,预增,37.81,62.87
1050,300104.SZ,20190410,续亏,35.9688,37.5715
1051,300104.SZ,20190131,续亏,95.5819,95.6179
1052,300104.SZ,20181013,续亏,10.1187,10.4214
1053,300104.SZ,20180714,续亏,-74.3406,-73.5554
1054,300104.SZ,20180410,首亏,-350.2098,-346.2031
1055,300104.SZ,20180131,首亏,-2192.7914,-2191.8901
1056,002470.SZ,20190131,续盈,-20.0,10.0
1057,002470.SZ,20181030,略增,0.0,30.0
1058,002470.SZ,20180823,略增,0.0,30.0
1059,002470.SZ,20180427,略增,0.0,30.0
1060,002470.SZ,20180414,略增,25.0,35.0
1061,002470.SZ,20180228,略增,35.0,45.0
1062,002476.SZ,20190426,扭亏,124.1317,136.1976
1063,002476.SZ,20190330,扭亏,126.1284,144.339
1064,002476.SZ,20190130,首亏,-3654.8462,-2034.6102
1065,002476.SZ,20181023,首亏,-1032.8492,-674.3401
1066,002476.SZ,20180822,续亏,52.9306,71.7729
