,ts_code,ann_date,f_ann_date,comp_type,net_profit,finan_exp,free_cashflow,im_net_cashflow_oper_act
0,000019.SZ,20190427,20190427,1,,,-576024956.27,
1,000019.SZ,20190427,20190427,1,320855724.38,18627801.26,-2073277104.4904,299103635.58
2,000020.SZ,20190430,20190430,1,,,29080291.2418,
3,000020.SZ,20190430,20190430,1,3295022.72,12785854.43,-9363560.1132,-21894459.66
4,000021.SZ,20190430,20190430,1,,,-455988195.786,
5,000021.SZ,20190420,20190420,1,565371989.01,-229507431.19,-45399012.5689,420770432.04
6,001872.SZ,20190430,20190430,1,,,-508544001.825,
7,001872.SZ,20190330,20190330,1,2885914753.96,1869926400.58,1778302460.5827,4288575424.84
8,000023.SZ,20190426,20190426,1,,,-101963917.64,
9,000023.SZ,20190418,20190418,1,35136374.43,25652141.07,64670358.5351,120623195.11
10,000025.SZ,20190430,20190430,1,,,,
11,000025.SZ,20190430,20190430,1,,,-74871053.7327,
12,000025.SZ,20190402,20190402,1,86139979.36,9015785.09,-98825147.7589,-6574979.97
13,000026.SZ,20190423,20190423,1,,,-158348310.37,
14,000026.SZ,20190315,20190315,1,183835095.29,27552558.81,159081032.6186,331627789.62
15,000027.SZ,20190430,20190430,1,,,,
16,000027.SZ,20190430,20190430,1,,,-2271218514.0139,
17,000027.SZ,20190404,20190404,1,716386573.59,1680683531.06,-6448266923.3807,4179062686.15
18,000028.SZ,20190425,20190425,1,,,-1574568569.09,
19,000028.SZ,20190425,20190425,1,1348431111.85,143120104.31,435422313.6643,1322606352.27
20,000030.SZ,20190430,20190430,1,,,-370670747.3711,
21,000030.SZ,20190430,20190430,1,873668594.33,-18358071.56,-199710205.3384,342085550.7
22,000031.SZ,20190430,20190430,1,,,,
23,000031.SZ,20190430,20190430,1,,,-4082712026.6983,
24,000031.SZ,20190404,20190404,1,2004363639.06,1084349674.4,-10220457610.786,-1863863180.25
25,000032.SZ,20190425,20190425,1,,,-20935289.99,
26,000032.SZ,20190425,20190425,1,111771375.49,1040594.32,336750054.4713,206094758.54
27,000034.SZ,20190429,20190429,1,,,,
28,000034.SZ,20190429,20190429,1,,,276922056.1,
29,000034.SZ,20190327,20190327,1,516026502.55,679344459.74,-1858884750.5221,360539617.54
30,000035.SZ,20190429,20190429,1,,,,
31,000035.SZ,20190429,20190429,1,,,1100559696.77,
32,000035.SZ,20190429,20190429,1,222297614.78,142499908.93,,209786562.05
33,000035.SZ,20190429,20190429,1,222297614.78,142499908.93,360186414.5027,209786562.05
34,000036.SZ,20190430,20190430,1,,,-494222415.0199,
35,000036.SZ,20190430,20190430,1,1031137706.7,21659767.02,2954901253.2222,2808043117.36
36,000037.SZ,20190423,20190423,1,,,,
37,000037.SZ,20190328,20190328,1,12452824.75,48377859.72,-27515598.8688,236563160.38
38,000038.SZ,20190430,20190430,1,,,53729885.5396,
39,000038.SZ,20190430,20190430,1,-2352749208.08,825705.99,-63331045.31,-649886684.2
40,000039.SZ,20190430,20190430,1,,,,
41,000039.SZ,20190430,20190430,1,,,-1541253469.8458,
42,000039.SZ,20190328,20190328,1,4068455000.0,1928060000.0,-10705436035.2851,140732000.0
43,000040.SZ,20190430,20190430,1,,,-1133189879.0457,
44,000040.SZ,20190430,20190430,1,1126438186.61,529118320.3,-3872860456.255,-3833258263.74
45,000042.SZ,20190427,20190427,1,,,,
46,000042.SZ,20190427,20190427,1,,,-1135562927.51,
47,000042.SZ,20190413,20190413,1,414949085.3,688410479.13,5007464770.134,3001582489.62
48,000043.SZ,20190427,20190427,1,,,-795734685.38,
49,000043.SZ,20190313,20190313,1,823981898.86,316007177.86,1853587931.3887,1281061555.44
50,000045.SZ,20190427,20190427,1,,,-45759258.26,
51,000045.SZ,20190427,20190427,1,-62302707.38,-727282.72,-332971384.66,-460494321.15
52,000046.SZ,20190430,20190430,1,,,,
53,000046.SZ,20190430,20190430,1,,,8441733451.5716,
54,000046.SZ,20190417,20190417,1,1033097635.06,2333394569.13,35946962955.38,9206547963.11
55,000046.SZ,20190417,20190417,1,1033097635.06,2333394569.13,4761905839.7565,9206547963.11
56,000048.SZ,20190430,20190430,1,,,,
57,000048.SZ,20190430,20190430,1,,,786064515.7421,
58,000048.SZ,20190415,20190415,1,449539375.54,8138835.34,1176273551.9961,1078635007.0
59,000049.SZ,20190430,20190430,1,,,,
60,000049.SZ,20190430,20190430,1,,,58638668.1024,
61,000049.SZ,20190430,20190430,1,525615431.19,217437404.53,,122168482.48
62,000049.SZ,20190430,20190430,1,525615431.19,217437404.53,-190266715.6111,122168482.48
63,000050.SZ,20190426,20190426,1,,,-2672522103.56,
64,000050.SZ,20190315,20190315,1,983879402.42,635863241.11,226411296.8231,3565216924.02
65,000055.SZ,20190423,20190423,1,,,-424145432.61,
66,000055.SZ,20190130,20190130,1,2246164571.68,84126977.13,765058010.2399,387102719.57
67,000056.SZ,20190426,20190426,1,,,-456777750.92,
68,000056.SZ,20190425,20190425,1,118662346.81,315126668.97,613332179.2601,193532356.17
69,000058.SZ,20190430,20190430,1,,,-494603781.5631,
70,000058.SZ,20190430,20190430,1,23545650.74,93022101.7,377573950.1407,167674153.73
71,000059.SZ,20190423,20190423,1,,,-1863876309.82,
72,000059.SZ,20190420,20190420,1,1123735467.37,530807821.69,2349409385.8396,2373152179.58
73,000060.SZ,20190429,20190429,1,,,,
74,000060.SZ,20190429,20190429,1,,,-1022638948.45,
75,000060.SZ,20190330,20190330,1,909577971.95,275096297.03,1710013167.6719,1971769055.95
76,000061.SZ,20190427,20190427,1,,,-208055738.65,
77,000061.SZ,20190427,20190427,1,100225915.31,315929524.49,5428613.0831,1247423260.3
78,000062.SZ,20190424,20190424,1,,,413677338.26,
79,000062.SZ,20190328,20190328,1,769568971.87,177100312.15,-501603110.0924,-26007759.27
80,000063.SZ,20190430,20190430,1,,,,
81,000063.SZ,20190430,20190430,1,,,-1228410572.5413,
82,000063.SZ,20190328,20190328,1,-6949340000.0,1173942000.0,4287694000.0,-9215386000.0
83,000065.SZ,20190430,20190430,1,,,-704705206.4954,
84,000065.SZ,20190402,20190402,1,617804602.15,-160645118.55,-299578579.4412,182382415.38
85,000066.SZ,20190430,20190430,1,,,-914761998.6103,
86,000066.SZ,20190430,20190430,1,1056365601.84,96758019.84,-509168654.0858,44859987.74
87,000068.SZ,20190430,20190430,1,,,,
88,000068.SZ,20190430,20190430,1,,,-232535568.89,
89,000068.SZ,20190420,20190420,1,-139688508.48,46143533.88,-581491848.26,-49603851.94
90,000069.SZ,20190426,20190426,1,,,,
91,000069.SZ,20190426,20190426,1,,,-5455219672.74,
92,000069.SZ,20190330,20190330,1,11294328846.78,2346378006.78,-23794633351.5959,-9984217376.99
93,000070.SZ,20190430,20190430,1,,,,
94,000070.SZ,20190430,20190430,1,,,-310891584.1848,
95,000070.SZ,20190416,20190416,1,313182375.19,65141683.9,-457281061.4225,-81135219.37
96,600282.SH,20190430,20190430,1,,,600671281.6198,
97,600282.SH,20190323,20190323,1,4740890937.02,433695077.66,4394024011.9364,4938472682.58
98,600283.SH,20190427,20190427,1,,,,
99,600283.SH,20190427,20190427,1,,,-120111408.38,
100,600283.SH,20190404,20190404,1,90789787.96,77443766.72,-135952859.4401,398920865.66
101,600285.SH,20190425,20190425,1,,,9763869.31,
102,600285.SH,20190425,20190425,1,245765711.24,16266688.98,633434218.7265,436248604.92
103,600287.SH,20190427,20190427,1,,,,
104,600287.SH,20190427,20190427,1,,,-799925818.03,
105,600287.SH,20190326,20190326,1,118495900.53,5746728.61,123309880.395,107738777.44
106,600288.SH,20190426,20190426,1,,,,
107,600288.SH,20190403,20190403,1,71517307.7,15564852.57,-73463102.4962,45290451.46
108,600850.SH,20190424,20190424,1,,,-494002611.38,
109,600850.SH,20190424,20190424,1,323981430.85,5169400.57,32033725.8903,80426129.75
110,600851.SH,20190427,20190427,1,,,85810541.61,
111,600851.SH,20190416,20190416,1,156013244.47,9209976.07,-204172364.5697,55503931.33
112,600853.SH,20190430,20190430,1,,,-850735232.82,
113,600853.SH,20190330,20190330,1,147580556.67,240932065.03,109261719.3749,-985675004.8
114,600854.SH,20190427,20190427,1,,,,
115,600854.SH,20190427,20190427,1,15885572.69,6249999.96,-124846318.4346,-121129840.83
116,600856.SH,20190430,20190430,1,,,-289716788.36,
117,600856.SH,20190430,20190430,1,-963573234.45,307213400.48,-1115420379.53,241617901.21
118,600857.SH,20190423,20190423,1,,,-54854357.65,
119,600857.SH,20190326,20190326,1,36627752.37,,-26512330.8173,7810260.81
120,600858.SH,20190426,20190426,1,,,988449130.02,
121,600858.SH,20190329,20190329,1,-734329.34,203108205.76,989671068.6399,308782981.91
122,600859.SH,20190430,20190430,1,,,,
123,600859.SH,20190430,20190430,1,,,-963957697.3255,
124,600859.SH,20190323,20190323,1,1226200603.57,119743515.79,1746599115.9938,1521967903.39
125,600860.SH,20190426,20190426,1,,,,
126,600860.SH,20190326,20190326,1,-132644631.72,25369844.6,87469659.41,11215989.36
127,600861.SH,20190430,20190430,1,,,,
128,600861.SH,20190430,20190430,1,,,-87690149.1444,
129,600861.SH,20190413,20190413,1,44503593.2,14329343.59,365759579.9471,38187082.35
130,600862.SH,20190426,20190426,1,,,,
131,600862.SH,20190426,20190426,1,,,-286391212.96,
132,600862.SH,20190319,20190319,1,361177669.19,6615699.87,-794592705.4368,-688399154.35
133,600863.SH,20190430,20190430,1,,,-1167418689.3437,
134,600863.SH,20190418,20190418,1,1093502974.94,1037293317.48,3556552952.5708,3283895926.13
135,600864.SH,20190425,20190425,1,,,-4214477372.41,
136,600864.SH,20190419,20190419,1,-175875095.02,725497158.67,,3091598693.99
137,600864.SH,20190419,20190419,1,-175875095.02,725497158.67,-2258190678.52,3091598693.99
138,600865.SH,20190427,20190427,1,,,-276564085.06,
139,600865.SH,20190323,20190323,1,116437487.77,3635958.69,108701113.8009,104389135.38
140,600866.SH,20190416,20190416,1,,,48225694.75,
141,600866.SH,20190326,20190326,1,42280333.75,15339269.5,51377353.87,50686252.69
142,600867.SH,20190426,20190426,1,,,,
143,600867.SH,20190426,20190426,1,,,-143648388.5,
144,600867.SH,20190417,20190417,1,838924393.17,12811608.34,-548008969.16,876935395.72
145,600867.SH,20190417,20190417,1,838924393.17,12811608.34,296776965.3468,876935395.72
146,600868.SH,20190430,20190430,1,,,-87984755.1502,
147,600868.SH,20190409,20190409,1,26671232.08,,39105039.7573,80636586.35
148,600869.SH,20190425,20190425,1,,,143416833.95,
149,600869.SH,20190425,20190425,1,186942381.14,355877202.04,753460794.3326,512349761.23
150,600871.SH,20190426,20190426,1,,,-2827105000.0,
151,600871.SH,20190326,20190326,1,142056000.0,538286000.0,-7230700013.2651,-2939789000.0
152,600872.SH,20190427,20190427,1,,,227486999.53,
153,600872.SH,20190330,20190330,1,681238068.35,55714906.87,269838611.8518,723569594.03
154,600873.SH,20190430,20190430,1,,,-742350111.4421,
155,600873.SH,20190314,20190314,1,1020070463.84,255787155.23,990079833.6552,2449646802.57
156,600874.SH,20190424,20190424,1,,,-987220000.0,
157,600874.SH,20190328,20190328,1,526780000.0,215317000.0,-483785233.4567,734251000.0
158,600875.SH,20190430,20190430,1,,,,
159,600875.SH,20190430,20190430,1,,,-3709205679.0681,
160,600875.SH,20190330,20190330,1,1158265690.85,-244936649.91,-2686053175.5531,-551780305.01
161,600876.SH,20190430,20190430,1,,,-141722266.4177,
162,600876.SH,20190330,20190330,1,23186240.57,73109651.33,,-80220923.17
163,600876.SH,20190330,20190330,1,23186240.57,73109651.33,392023539.8976,-80220923.17
164,600877.SH,20190427,20190427,1,,,,
165,600877.SH,20190325,20190325,1,-197413782.86,10347184.13,,-84971923.05
166,600877.SH,20190325,20190325,1,-197413782.86,10347184.13,-553126070.6,-84971923.05
167,600879.SH,20190426,20190426,1,,,,
168,600879.SH,20190426,20190426,1,,,-958706034.47,
169,600879.SH,20190404,20190404,1,498662354.18,198640196.73,-662241438.323,-103389511.91
170,600880.SH,20190426,20190426,1,,,,
171,600880.SH,20190426,20190426,1,-843492946.12,-14277023.48,-209161000.8,-72975306.26
172,600881.SH,20190427,20190427,1,,,,
173,600881.SH,20190426,20190426,1,-212335769.82,1756956723.34,-2070045170.5842,2568751487.39
174,600882.SH,20190427,20190427,1,,,,
175,600882.SH,20190427,20190427,1,10640622.07,81212108.09,-313021835.61,86790941.08
176,600883.SH,20190430,20190430,1,,,-114587475.68,
177,600883.SH,20190420,20190420,1,10750660.12,4793.52,,-24698117.06
178,600883.SH,20190420,20190420,1,10750660.12,4793.52,-78006700.25,-24698117.06
179,600884.SH,20190427,20190427,1,,,,
180,600884.SH,20190427,20190427,1,,,-2245464137.01,
181,600884.SH,20190425,20190425,1,1247537315.09,338988588.18,84424446.3378,540421484.8
182,600362.SH,20190430,20190430,1,,,-1766078799.147,
183,600362.SH,20190328,20190328,1,2454310262.0,1386790329.0,-5902953872.4173,8182118246.0
184,600363.SH,20190430,20190430,1,,,,
185,600363.SH,20190430,20190430,1,,,-30752932.86,
186,600363.SH,20190410,20190410,1,253754315.6,38899225.25,-192348113.6689,37381576.1
187,600365.SH,20190430,20190430,1,,,-159675505.1608,
188,600365.SH,20190413,20190413,1,33163438.65,12340713.71,28841342.1459,-573225095.85
189,600366.SH,20190426,20190426,1,,,-623196142.64,
190,600366.SH,20190426,20190426,1,91151352.51,35893335.05,215984486.3586,200135616.67
191,600367.SH,20190419,20190419,1,,,76546133.86,
192,600367.SH,20190308,20190308,1,128124296.15,-1031166.17,112414323.5345,90817302.91
193,600368.SH,20190426,20190426,1,,,352807229.12,
194,600368.SH,20190315,20190315,1,405357724.26,314218049.8,1115865526.1026,1501079153.21
195,600369.SH,20190429,20190429,4,,,,
196,600369.SH,20190330,20190330,4,215225572.12,,,2348842126.63
197,600372.SH,20190426,20190426,1,,,,
198,600372.SH,20190321,20190321,1,482522423.72,331005920.76,-1164768567.8757,34904108.7
199,600373.SH,20190427,20190427,1,,,-238451958.08,
200,600373.SH,20190329,20190329,1,1626252473.45,51372973.96,1252488913.9259,2605766690.68
201,600376.SH,20190430,20190430,1,,,,
202,600376.SH,20190430,20190430,1,,,-12603033101.8264,
203,600376.SH,20190413,20190413,1,3983911182.55,1399753901.81,6654462215.7596,11643204842.61
204,600377.SH,20190427,20190427,1,,,-1663634120.0,
205,600377.SH,20190325,20190325,1,4475710938.0,532459961.0,1328554644.8466,5715489507.0
206,600378.SH,20190427,20190427,1,,,,
207,600378.SH,20190427,20190427,1,,,-365034741.01,
208,600378.SH,20190420,20190420,1,534850828.94,32980960.5,-293773269.3329,536113616.12
209,600379.SH,20190429,20190429,1,,,-25835315.46,
210,600379.SH,20190410,20190410,1,38465510.23,2132326.16,43899330.838,55470101.89
211,002417.SZ,20190425,20190425,1,,,16516072.38,
212,002417.SZ,20190323,20190323,1,-42222693.54,2700629.33,112167822.58,136625422.13
213,300063.SZ,20190427,20190427,1,,,-88735520.39,
214,300063.SZ,20190424,20190424,1,-905293731.59,29959355.56,,-77494893.94
215,300063.SZ,20190424,20190424,1,-905293731.59,29959355.56,16440245.1,-77494893.94
216,300065.SZ,20190426,20190426,1,,,-120564612.62,
217,300065.SZ,20190418,20190418,1,137321469.02,6041054.38,-148128392.1208,107807898.71
218,300064.SZ,20190426,20190426,1,,,582067416.37,
219,300064.SZ,20190416,20190416,1,92356916.57,108034355.66,-432309284.802,-463579827.95
220,300068.SZ,20190422,20190422,1,,,-1121623546.15,
221,300068.SZ,20190422,20190422,1,121826801.66,127988083.7,,248056886.16
222,300068.SZ,20190422,20190422,1,121826801.66,127988083.7,-1361650370.36,248056886.16
223,002418.SZ,20190426,20190426,1,,,,
224,002418.SZ,20190426,20190426,1,-1252162252.71,106920837.14,-2960728769.34,-411427358.6
225,002420.SZ,20190427,20190427,1,,,43635350.71,
226,002420.SZ,20190427,20190427,1,-815962539.21,45345347.77,1003667096.68,473331144.58
227,601369.SH,20190426,20190426,1,,,-252791534.35,
228,601369.SH,20190418,20190418,1,374300813.01,45412312.15,384343457.0159,523080416.31
229,002422.SZ,20190420,20190420,1,,,-616838610.0,
230,002422.SZ,20190321,20190321,1,1267484044.0,651768397.0,-1168426467.2747,2953506967.0
231,002428.SZ,20190429,20190429,1,,,,
232,002428.SZ,20190429,20190429,1,,,-52363792.27,
233,002428.SZ,20190329,20190329,1,7610788.11,14278871.81,26163375.66,46849824.18
234,002423.SZ,20190430,20190430,1,,,-3539183699.2295,
235,002423.SZ,20190430,20190430,1,-112704830.74,53946937.82,-602742933.46,8206937.0
236,002442.SZ,20190426,20190426,1,,,,
237,002442.SZ,20190215,20190215,1,132720900.8,49681129.01,274503023.1354,276409317.61
238,002424.SZ,20190424,20190424,1,,,-480976924.73,
239,002424.SZ,20190424,20190424,1,571767332.0,16703963.45,-297678725.2305,-157445351.96
240,002427.SZ,20190427,20190427,1,,,,
241,002427.SZ,20190427,20190427,1,,,-560301128.96,
242,002427.SZ,20190410,20190410,1,-1044142380.05,351456203.41,-321192834.42,-395624596.35
243,002426.SZ,20190426,20190426,1,,,,
244,002426.SZ,20190426,20190426,1,-734899076.62,331250953.17,-323725215.19,293891470.39
245,601188.SH,20190420,20190420,1,,,-53635152.91,
246,601188.SH,20190420,20190420,1,319610269.99,,384549500.2351,491209785.65
247,601518.SH,20190425,20190425,1,,,-64397595.51,
248,601518.SH,20190321,20190321,1,240500124.57,121484603.87,545176751.4016,579489610.55
249,002431.SZ,20190426,20190426,1,,,,
250,002431.SZ,20190426,20190426,1,50723376.29,310901810.91,-281713305.2347,222336197.57
251,002456.SZ,20190426,20190426,1,,,,
252,002456.SZ,20190426,20190426,1,-530038371.39,635486140.8,-4494616354.51,644506274.07
253,002447.SZ,20190429,20190429,1,,,,
254,002447.SZ,20190429,20190429,1,,,-18926362.07,
255,002447.SZ,20190429,20190429,1,-637544774.6,36337463.03,,-38405720.85
256,002447.SZ,20190429,20190429,1,-637544774.6,36337463.03,-529016759.56,-38405720.85
257,601000.SH,20190430,20190430,1,,,-520535379.2717,
258,601000.SH,20190416,20190416,1,1538067792.69,99981007.6,623850668.3246,1701029406.41
259,002452.SZ,20190430,20190430,1,,,-181523788.866,
260,002452.SZ,20190430,20190430,1,-245424332.23,8032883.99,275153685.52,-67728174.06
261,002460.SZ,20190430,20190430,1,,,,
262,002460.SZ,20190430,20190430,1,,,191471270.1368,
263,002460.SZ,20190329,20190329,1,1223883101.72,80693444.65,-833635386.3334,685231948.0
264,002454.SZ,20190427,20190427,1,,,-185723108.09,
265,002454.SZ,20190427,20190427,1,196434848.52,4567313.53,-14926170.2551,504646790.39
266,002453.SZ,20190426,20190426,1,,,-116131651.52,
267,002453.SZ,20190419,20190419,1,32528837.22,34514615.55,-175080103.3295,214421287.12
268,300085.SZ,20190429,20190429,1,,,,
269,300085.SZ,20190423,20190423,1,21673803.75,22646648.94,58186630.0098,97185860.43
270,601717.SH,20190430,20190430,1,,,-206201144.4463,
271,601717.SH,20190327,20190327,1,938907374.81,264467206.77,-1022776734.2827,1231807639.56
272,300179.SZ,20190426,20190426,1,,,-40809785.73,
273,300179.SZ,20190320,20190320,1,64671812.77,840015.4,11816708.6227,112055105.85
274,300097.SZ,20190427,20190427,1,,,,
275,300097.SZ,20190413,20190413,1,120728005.87,8875196.65,162812523.7982,46885004.59
276,002462.SZ,20190424,20190424,1,,,-210782178.5,
277,002462.SZ,20190228,20190228,1,570612166.2,190125909.2,-383848153.6369,-291756508.88
278,300099.SZ,20190426,20190426,1,,,,
279,300099.SZ,20190425,20190425,1,86421058.59,483664.37,-63164451.5958,44816785.8
280,300093.SZ,20190501,20190501,1,,,,
281,300093.SZ,20190501,20190501,1,15001327.29,9046878.26,-243210016.0473,-206904660.6
282,601718.SH,20190426,20190426,1,,,-1129982255.55,
283,601718.SH,20190426,20190426,1,-78156857.76,301381127.04,-990130539.3116,510964014.14
284,002464.SZ,20190430,20190430,1,,,42984885.37,
285,002464.SZ,20190430,20190430,1,100419325.12,180094878.51,48163441.1574,-74402075.23
286,300124.SZ,20190426,20190426,1,,,-164711171.16,
287,300124.SZ,20190416,20190416,1,1208720772.0,-20174398.08,-1518823152.4561,471289817.62
288,300089.SZ,20190501,20190501,1,,,-173870984.41,
289,300089.SZ,20190501,20190501,1,218490225.95,53300159.07,251121503.4415,154398878.61
290,300094.SZ,20190427,20190427,1,,,-478815859.3,
291,300094.SZ,20190418,20190418,1,230814855.89,89520040.64,-390028214.4812,121888584.92
292,300253.SZ,20190426,20190426,1,,,,
293,300253.SZ,20190426,20190426,1,306829036.64,9826390.73,-173373410.3187,123894527.18
294,300152.SZ,20190426,20190426,1,,,,
295,300152.SZ,20190426,20190426,1,-509353187.11,13850617.64,-200062992.77,-33965553.83
296,300321.SZ,20190418,20190418,1,,,-34640829.34,
297,300321.SZ,20190418,20190418,1,28798197.26,396939.54,-26970703.6078,39117985.19
298,300245.SZ,20190426,20190426,1,,,-56826991.75,
299,300245.SZ,20190416,20190416,1,56635019.9,,-2811779.71,40603299.3
300,300095.SZ,20190427,20190427,1,,,,
301,300095.SZ,20190427,20190427,1,,,-231187492.16,
302,300095.SZ,20190427,20190427,1,-89783981.28,41751099.65,,-37032258.18
303,300095.SZ,20190427,20190427,1,-89783981.28,41751099.65,-283346342.07,-37032258.18
304,300100.SZ,20190427,20190427,1,,,-176794246.15,
305,300100.SZ,20190426,20190426,1,-103987680.09,89768512.87,,785674468.44
306,300100.SZ,20190426,20190426,1,-103987680.09,89768512.87,-1197708148.5635,785674468.44
307,300092.SZ,20190425,20190425,1,,,-40174567.37,
308,300092.SZ,20190328,20190328,1,6838835.83,563868.01,20148846.8064,31071382.73
309,002496.SZ,20190427,20190427,1,,,-196408122.9,
310,002496.SZ,20190427,20190427,1,-587330026.47,98599249.1,663203178.56,1133437439.66
311,300102.SZ,20190423,20190423,1,,,,
312,300102.SZ,20190423,20190423,1,179987010.23,41226821.41,-1683869991.6294,233606439.91
313,300360.SZ,20190427,20190427,1,,,13296958.6,
314,300360.SZ,20190425,20190425,1,135988952.45,-28807613.83,385366282.6263,229959676.87
315,300357.SZ,20190426,20190426,1,,,64343364.98,
316,300357.SZ,20190328,20190328,1,231864239.14,9819.29,328502969.0838,206452525.31
317,002707.SZ,20190423,20190423,1,,,-205033547.12,
318,002707.SZ,20190423,20190423,1,49426886.66,71711012.69,-170986244.779,-2514695.39
319,002843.SZ,20190419,20190419,1,,,-523121.37,
320,002843.SZ,20190319,20190319,1,55718797.86,-232376.58,74343952.0968,71570004.89
321,300373.SZ,20190426,20190426,1,,,,
322,300373.SZ,20190426,20190426,1,,,185629367.37,
323,300373.SZ,20190426,20190426,1,188465371.77,3979663.61,,211830087.41
324,300373.SZ,20190426,20190426,1,188465371.77,3979663.61,-289894924.6413,211830087.41
325,300363.SZ,20190427,20190427,1,,,,
326,300363.SZ,20190427,20190427,1,,,59460404.66,
327,300363.SZ,20190425,20190425,1,111441330.92,52927800.33,-730500130.1037,193617828.06
328,601579.SH,20190427,20190427,1,,,-381874258.33,
329,601579.SH,20190417,20190417,1,178304284.87,6731923.82,-357858647.96,232155442.1
330,601579.SH,20190417,20190417,1,178304284.87,6731923.82,-174915342.3062,232155442.1
331,002748.SZ,20190426,20190426,1,,,-173418110.95,
332,002748.SZ,20190419,20190419,1,56907783.46,4089410.49,-129027941.9671,6946131.99
333,300546.SZ,20190422,20190422,1,,,-68346858.25,
334,300546.SZ,20190422,20190422,1,107841702.67,-2050662.4,-91015769.1091,9590951.9
335,300377.SZ,20190425,20190425,1,,,-287916.83,
336,300377.SZ,20190425,20190425,1,181361091.8,5540231.74,-515411669.7783,-49044888.34
337,300391.SZ,20190423,20190423,1,,,-7361441.45,
338,300391.SZ,20190330,20190330,1,99625116.57,19246380.27,-227406357.4381,137087581.18
339,002838.SZ,20190424,20190424,1,,,-32718125.32,
340,002838.SZ,20190424,20190424,1,124429755.53,6599978.93,-125898715.6496,30426515.09
341,603023.SH,20190419,20190419,1,,,-176392788.45,
342,603023.SH,20190418,20190418,1,65165768.43,5735087.35,209963079.2976,80935297.35
343,603609.SH,20190429,20190429,1,,,-187922539.43,
344,603609.SH,20190429,20190429,1,604689153.87,76778102.85,218713240.2088,501404915.59
345,300385.SZ,20190425,20190425,1,,,,
346,300385.SZ,20190425,20190425,1,,,-90113896.91,
347,300385.SZ,20190410,20190410,1,38113596.88,31504309.03,-73378948.2681,117645026.05
348,300376.SZ,20190427,20190427,1,,,,
349,300376.SZ,20190427,20190427,1,,,-674990190.32,
350,300376.SZ,20190424,20190424,1,579795660.98,170153935.71,199614201.3227,381824756.58
351,300419.SZ,20190427,20190427,1,,,-41967185.8,
352,300419.SZ,20190419,20190419,1,-638952577.33,-1533574.22,246169921.17,22551539.11
353,002171.SZ,20190424,20190424,1,,,-352381708.64,
354,002171.SZ,20190424,20190424,1,408906875.3,-2184145.82,-73630793.673,179150822.77
355,002167.SZ,20190427,20190427,1,,,,
356,002167.SZ,20190427,20190427,1,,,-242637194.14,
357,002167.SZ,20190301,20190301,1,10735932.48,108646201.7,559905428.2756,370306649.2
358,002175.SZ,20190429,20190429,1,,,,
359,002175.SZ,20190426,20190426,1,-503415547.3,50452459.98,92513004.87,47926755.53
360,002728.SZ,20190424,20190424,1,,,-442444838.82,
361,002728.SZ,20190228,20190228,1,155546465.2,40783886.17,239188367.7145,187969540.98
362,002724.SZ,20190423,20190423,1,,,,
363,002724.SZ,20190423,20190423,1,,,-258141105.84,
364,002724.SZ,20190423,20190423,1,189950598.6,-1958620.8,,120568771.34
365,002724.SZ,20190423,20190423,1,189950598.6,-1958620.8,-8349471.8769,120568771.34
366,002726.SZ,20190427,20190427,1,,,-583500799.99,
367,002726.SZ,20190427,20190427,1,205687714.21,22225051.54,-89709177.8639,-106552210.2
368,300380.SZ,20190424,20190424,1,,,,
369,300380.SZ,20190424,20190424,1,26891968.07,1547340.78,47207150.3704,37932503.54
370,603005.SH,20190430,20190430,1,,,102936962.025,
371,603005.SH,20190218,20190218,1,71124803.74,-29633304.76,35847959.1479,292157470.13
372,300365.SZ,20190426,20190426,1,,,,
373,300365.SZ,20190426,20190426,1,,,-143746905.9,
374,300365.SZ,20190322,20190322,1,272406870.31,3892235.87,381190592.9769,-34131693.69
375,300399.SZ,20190425,20190425,1,,,-6551858.08,
376,300399.SZ,20190425,20190425,1,26322552.28,,-17567468.3195,-14541047.05
377,300359.SZ,20190426,20190426,1,,,-75102979.55,
378,300359.SZ,20190426,20190426,1,-644221325.56,20173709.8,167217913.8,209066922.93
379,300379.SZ,20190423,20190423,1,,,-90084842.55,
380,300379.SZ,20190326,20190326,1,122168567.11,2547769.46,327415667.9494,126655576.93
381,603100.SH,20190430,20190430,1,,,-255390008.3193,
382,603100.SH,20190420,20190420,1,387877237.86,49148334.99,,259217857.64
383,603100.SH,20190420,20190420,1,387877237.86,49148334.99,73882538.64,259217857.64
384,601326.SH,20190427,20190427,1,,,-478068839.03,
385,601326.SH,20190328,20190328,1,693672104.57,343741493.84,1979046130.7267,2697203346.76
386,002905.SZ,20190426,20190426,1,,,-113114509.48,
387,002905.SZ,20190412,20190412,1,157230892.24,7610295.89,-83041684.7863,166739088.65
388,002712.SZ,20190427,20190427,1,,,-84762392.96,
389,002712.SZ,20190427,20190427,1,38911823.29,20500526.14,-262736381.7202,234599779.1
390,002165.SZ,20190424,20190424,1,,,-333199479.04,
391,002165.SZ,20190329,20190329,1,30993142.47,31888182.22,-255750779.2197,169405309.25
392,002192.SZ,20190423,20190423,1,,,,
393,002192.SZ,20190423,20190423,1,-4343935.17,955565.26,-18422579.64,16469829.47
394,300386.SZ,20190429,20190429,1,,,-388984308.41,
395,300386.SZ,20190423,20190423,1,134047430.18,-1084164.99,208855651.7662,8154433.36
