,ts_code,ann_date,f_ann_date,comp_type,net_profit,finan_exp,free_cashflow,im_net_cashflow_oper_act
6817,603987.SH,20190329,20190329,1,180455453.82,-8946919.2,22184215.1315,314171054.6
6818,603027.SH,20190425,20190425,1,,,144836212.8,
6819,603027.SH,20190419,20190419,1,240023601.23,3467444.43,-92953468.4366,243412728.61
6820,601127.SH,20190430,20190430,1,,,,
6821,601127.SH,20190430,20190430,1,,,-1104969949.35,
6822,601127.SH,20190326,20190326,1,507837272.31,230635677.2,-1006866707.8502,1111350686.93
6823,603678.SH,20190426,20190426,1,,,260985034.28,
6824,603678.SH,20190426,20190426,1,335735720.14,25693557.96,-175233656.2093,132890142.31
6825,002829.SZ,20190427,20190427,1,,,,
6826,002829.SZ,20190424,20190424,1,43654091.79,8316415.64,59020917.96,-50854382.65
6827,300600.SZ,20190429,20190429,1,,,-34941408.95,
6828,300600.SZ,20190420,20190420,1,108321895.77,318402.93,-95689991.1407,38867410.88
6829,300586.SZ,20190425,20190425,1,,,,
6830,300586.SZ,20190425,20190425,1,,,-31871636.1,
6831,300586.SZ,20190228,20190228,1,63295898.09,6833463.23,159746596.2572,73935820.04
6832,603258.SH,20190427,20190427,1,,,-374401402.26,
6833,603258.SH,20190328,20190328,1,121439225.34,-1697936.28,424113146.3921,69228628.91
6834,603319.SH,20190423,20190423,1,,,-33521793.94,
6835,603319.SH,20190228,20190228,1,97078024.7,7540204.28,-34480645.8145,140920975.26
6836,603029.SH,20190430,20190430,1,,,,
6837,603029.SH,20190430,20190430,1,,,-55442340.41,
6838,603029.SH,20190330,20190330,1,24822137.23,112054.95,78014455.1332,-24164192.81
6839,603444.SH,20190426,20190426,1,,,,
6840,603444.SH,20190426,20190426,1,,,8757426.71,
6841,603444.SH,20190410,20190410,1,918359531.77,-9882772.74,211119225.5497,904606052.4
6842,300549.SZ,20190426,20190426,1,,,-17619897.63,
6843,300549.SZ,20190426,20190426,1,49013652.19,4074814.05,28221649.233,86192840.23
6844,603568.SH,20190420,20190420,1,,,-632324072.71,
6845,603568.SH,20190410,20190410,1,738062406.86,50232979.17,-65026742.6781,743930430.52
6846,002812.SZ,20190430,20190430,1,,,,
6847,002812.SZ,20190430,20190430,1,,,50940631.6206,
6848,002812.SZ,20190426,20190426,1,680343857.27,29754907.49,-1468883458.8081,171020949.81
6849,603639.SH,20190426,20190426,1,,,-195546798.94,
6850,603639.SH,20190426,20190426,1,367334485.33,-24975338.2,202280874.9198,244307282.99
6851,300422.SZ,20190426,20190426,1,,,,
6852,300422.SZ,20190426,20190426,1,,,-259160990.58,
6853,300422.SZ,20190426,20190426,1,231500394.89,98172315.76,,-39798716.07
6854,300422.SZ,20190426,20190426,1,231500394.89,98172315.76,-744497505.0649,-39798716.07
6855,300509.SZ,20190426,20190426,1,,,-84923638.99,
6856,300509.SZ,20190426,20190426,1,46598230.44,-20572.65,4506601.7751,47906241.38
6857,300499.SZ,20190426,20190426,1,,,-77171638.86,
6858,300499.SZ,20190426,20190426,1,57487884.15,6244602.55,118656677.2639,53057828.3
6859,300542.SZ,20190426,20190426,1,,,,
6860,300542.SZ,20190330,20190330,1,48689149.78,6026328.03,-18253391.6904,23850490.81
6861,603822.SH,20190426,20190426,1,,,,
6862,603822.SH,20190305,20190305,1,56249433.37,25261812.59,,-57932585.8
6863,603822.SH,20190305,20190305,1,56249433.37,25261812.59,-78834038.91,-57932585.8
6864,603658.SH,20190430,20190430,1,,,,
6865,603658.SH,20190430,20190430,1,,,-12204886.4686,
6866,603658.SH,20190328,20190328,1,575008656.21,6450737.55,299614902.2285,653726343.83
6867,300503.SZ,20190426,20190426,1,,,,
6868,300503.SZ,20190416,20190416,1,56344354.63,11270249.97,-134190381.5501,57553525.94
6869,603007.SH,20190426,20190426,1,,,-412065684.29,
6870,603007.SH,20190426,20190426,1,113171843.71,37859385.29,40502039.8834,145562235.31
6871,601330.SH,20190430,20190430,1,,,,
6872,601330.SH,20190430,20190430,1,,,-585977964.0985,
6873,601330.SH,20190328,20190328,1,272801909.9,184073137.48,129250914.4261,-222716654.6
6874,603869.SH,20190430,20190430,1,,,-119802147.06,
6875,603869.SH,20190420,20190420,1,366256481.65,80776384.3,-801114897.3668,-641149209.79
6876,603313.SH,20190430,20190430,1,,,-55023052.0608,
6877,603313.SH,20190330,20190330,1,196654930.53,4420875.83,-253392741.3661,175035816.8
6878,603043.SH,20190425,20190425,1,,,94133814.74,
6879,603043.SH,20190425,20190425,1,383361224.16,,-126218433.0571,476022138.69
6880,300412.SZ,20190427,20190427,1,,,1190144.71,
6881,300412.SZ,20190420,20190420,1,45822233.3,2076157.48,8106763.7342,-21616229.97
6882,300508.SZ,20190417,20190417,1,,,-96589330.14,
6883,300508.SZ,20190417,20190417,1,,,-96589330.14,
6884,300508.SZ,20190417,20190417,1,-27422380.17,-248109.02,,20504158.92
6885,300508.SZ,20190417,20190417,1,-27422380.17,-248109.02,46709651.59,20504158.92
6886,300531.SZ,20190426,20190426,1,,,-38716601.03,
6887,300531.SZ,20190328,20190328,1,130522436.45,5564272.21,-79904769.8587,-27279864.12
6888,300543.SZ,20190425,20190425,1,,,-4375566.52,
6889,300543.SZ,20190425,20190425,1,44574584.04,2280389.16,-81083287.1657,-94416520.24
6890,002825.SZ,20190422,20190422,1,,,-71684951.9,
6891,002825.SZ,20190201,20190201,1,61986679.22,-8637988.98,-30775725.4007,83295311.18
6892,603026.SH,20190418,20190418,1,,,-65686488.09,
6893,603026.SH,20190327,20190327,1,203604112.37,39671929.25,372688674.6169,421577812.68
6894,300570.SZ,20190426,20190426,1,,,143305461.06,
6895,300570.SZ,20190329,20190329,1,151235522.34,-20035817.57,106126059.8852,41201028.65
6896,300545.SZ,20190429,20190429,1,,,,
6897,300545.SZ,20190429,20190429,1,,,24323542.35,
6898,300545.SZ,20190228,20190228,1,85270352.13,13678777.29,-405695145.1139,-106315045.38
6899,603299.SH,20190430,20190430,1,,,87545820.3006,
6900,603299.SH,20190416,20190416,1,146082589.11,83464160.89,3428058.3054,497242818.46
6901,300525.SZ,20190425,20190425,1,,,,
6902,300525.SZ,20190319,20190319,1,97848682.42,1437047.79,116310720.1002,91681083.51
6903,603819.SH,20190427,20190427,1,,,,
6904,603819.SH,20190427,20190427,1,,,-52496069.74,
6905,603819.SH,20190420,20190420,1,48191437.12,7806533.54,-36110053.6164,-82714215.29
6906,600977.SH,20190427,20190427,1,,,-499822753.84,
6907,600977.SH,20190427,20190427,1,1621773619.84,7700909.79,27493693.0341,563324061.71
6908,603598.SH,20190427,20190427,1,,,-281391453.07,
6909,603598.SH,20190412,20190412,1,61147248.19,4772834.88,157572773.1239,12093035.84
6910,603300.SH,20190423,20190423,1,,,-330966161.06,
6911,603300.SH,20190327,20190327,1,132526605.33,70167783.73,340790389.1422,378855739.71
6912,603019.SH,20190420,20190420,1,,,-53655884.75,
6913,603019.SH,20190316,20190316,1,467540813.22,169960555.22,-1153641090.7368,631060300.1
6914,603519.SH,20190427,20190427,1,,,-48870998.15,
6915,603519.SH,20190423,20190423,1,91460365.24,2129404.39,70398787.3489,71463529.38
6916,000722.SZ,20190427,20190427,1,,,-240933495.66,
6917,000722.SZ,20190309,20190309,1,74067234.77,-8689859.33,21857937.5445,109887903.57
6918,000723.SZ,20190430,20190430,1,,,,
6919,000723.SZ,20190430,20190430,1,,,-599667726.0372,
6920,000723.SZ,20190318,20190318,1,2068783714.82,214909791.23,3628783406.5143,1534739748.45
6921,000725.SZ,20190430,20190430,1,,,,
6922,000725.SZ,20190430,20190430,1,,,-12344357234.7084,
6923,000725.SZ,20190326,20190326,1,2879874073.0,2568053826.0,-26645901499.5117,25684047196.0
6924,000726.SZ,20190430,20190430,1,,,-598292763.7722,
6925,000726.SZ,20190329,20190329,1,858193572.1,43973551.17,509860163.6265,1430341663.16
6926,000727.SZ,20190427,20190427,1,,,,
6927,000727.SZ,20190330,20190330,1,-1629829893.81,618870165.0,583496624.48,1373143004.82
6928,000728.SZ,20190426,20190426,4,,,,
6929,000728.SZ,20190326,20190326,4,670526854.21,,,-2448046507.32
6930,000729.SZ,20190430,20190430,1,,,-585497631.296,
6931,000729.SZ,20190427,20190427,1,224045724.12,13061962.49,292903849.2651,1075405401.72
6932,000731.SZ,20190429,20190429,1,,,,
6933,000731.SZ,20190429,20190429,1,,,-28672625.01,
6934,000731.SZ,20190416,20190416,1,222861869.98,46251643.29,376849113.5319,444282625.54
6935,000732.SZ,20190413,20190413,1,,,17691648150.9,
6936,000732.SZ,20190413,20190413,1,3911024725.37,793756798.4,780042149.0241,13931368057.1
6937,000733.SZ,20190427,20190427,1,,,-515950575.97,
6938,000733.SZ,20190418,20190418,1,257112006.71,59573545.15,-437783189.0279,318131325.11
6939,000735.SZ,20190425,20190425,1,,,,
6940,000735.SZ,20190425,20190425,1,,,,56937367.48
6941,000735.SZ,20190425,20190425,1,390772146.32,28399825.89,-469151025.4594,56937367.48
6942,000736.SZ,20190430,20190430,1,,,,
6943,000736.SZ,20190430,20190430,1,,,-2979001545.0288,
6944,000736.SZ,20190412,20190412,1,1152091792.36,-25409470.48,1339102536.9826,5796489385.73
6945,000519.SZ,20190430,20190430,1,,,-120764077.3717,
6946,000519.SZ,20190423,20190423,1,347663185.83,3825225.44,,1498821874.2
6947,000519.SZ,20190423,20190423,1,347663185.83,3825225.44,876473062.0407,1498821874.2
6948,000520.SZ,20190430,20190430,1,,,-78565192.7818,
6949,000520.SZ,20190430,20190430,1,61214895.69,450155.16,-91690958.7859,186643840.83
6950,000521.SZ,20190420,20190420,1,,,,
6951,000521.SZ,20190420,20190420,1,,,-1168955774.26,
6952,000521.SZ,20190329,20190329,1,34875784.34,-38721486.24,-1069311809.06,-220560615.36
6953,000523.SZ,20190430,20190430,1,,,-200478110.141,
6954,000523.SZ,20190430,20190430,1,33085202.85,68679637.2,-273547930.6172,-475722581.1
6955,000524.SZ,20190430,20190430,1,,,-1110360050.982,
6956,000524.SZ,20190411,20190411,1,217977089.67,19346494.39,248097473.0752,247047436.84
6957,000525.SZ,20190430,20190430,1,,,-645404051.4001,
6958,000525.SZ,20190409,20190409,1,637190450.08,210037836.85,1050398671.5794,377641081.18
6959,000526.SZ,20190427,20190427,1,,,67591938.44,
6960,000526.SZ,20190413,20190413,1,10263484.19,80893728.42,163404792.7523,243991593.17
6961,000528.SZ,20190430,20190430,1,,,,
6962,000528.SZ,20190430,20190430,1,,,-427109533.8109,
6963,000528.SZ,20190402,20190402,1,840966364.93,181606602.59,-806873700.6912,633885595.34
6964,000529.SZ,20190427,20190427,1,,,-59140588.35,
6965,000529.SZ,20190330,20190330,1,191370543.86,218497.9,57498925.6561,127238191.47
6966,000530.SZ,20190420,20190420,1,,,-121898451.6,
6967,000530.SZ,20190420,20190420,1,112018365.5,22389316.73,-314943110.8641,-119657885.64
6968,000531.SZ,20190427,20190427,1,,,-146768500.76,
6969,000531.SZ,20190329,20190329,1,102453002.87,218990298.13,504558893.5966,422937000.59
6970,000532.SZ,20190426,20190426,1,,,,
6971,000532.SZ,20190426,20190426,1,,,-109895667.03,
6972,000532.SZ,20190330,20190330,1,64615061.16,68453642.67,72882959.1291,101940702.24
6973,000533.SZ,20190430,20190430,1,,,39158378.94,
6974,000533.SZ,20190430,20190430,1,-1226986389.14,64447347.18,-78010048.83,-39002248.14
6975,000534.SZ,20190429,20190429,1,,,,
6976,000534.SZ,20190429,20190429,1,,,188297326.07,
6977,000534.SZ,20190425,20190425,1,42577052.83,-41337519.44,-393165594.1488,-110532883.48
6978,000536.SZ,20190430,20190430,1,,,-409538140.71,
6979,000536.SZ,20190430,20190430,1,-4986059117.7,217112488.6,-3190849783.11,-1082559222.51
6980,000537.SZ,20190426,20190426,1,,,-2411464114.6,
6981,000537.SZ,20190426,20190426,1,2502375865.78,224544803.09,2126501024.5555,5964555912.61
6982,000538.SZ,20190430,20190430,1,,,,
6983,000538.SZ,20190430,20190430,1,,,-225491856.8387,
6984,000538.SZ,20190322,20190322,1,3289746005.51,111702216.88,1788803528.5808,2629807236.75
6985,000539.SZ,20190430,20190430,1,,,,
6986,000539.SZ,20190430,20190430,1,,,-407744376.6712,
6987,000539.SZ,20190412,20190412,1,910097437.0,1409636224.0,3339735623.9227,5999936356.0
6988,000540.SZ,20190425,20190425,1,,,-18677127833.28,
6989,000540.SZ,20190425,20190425,1,1448435446.19,2304343547.74,7514212524.2157,-443408545.97
6990,000541.SZ,20190426,20190426,1,,,-57251471.94,
6991,000541.SZ,20190329,20190329,1,379150336.15,,716668897.4136,617987487.05
6992,000543.SZ,20190427,20190427,1,,,109310317.01,
6993,000543.SZ,20190427,20190427,1,639663726.67,440023521.27,187529337.1666,1367348095.07
6994,000544.SZ,20190430,20190430,1,,,-422465792.4271,
6995,000544.SZ,20190413,20190413,1,415459285.57,57879471.37,-1139765045.4674,281040481.47
6996,000545.SZ,20190427,20190427,1,,,-33029538.9,
6997,000545.SZ,20190329,20190329,1,102044942.78,27007821.77,-47869088.199,-350960514.43
6998,000546.SZ,20190427,20190427,1,,,,
6999,000546.SZ,20190427,20190427,1,445228398.04,157100631.28,95260190.0582,540786231.19
7000,000547.SZ,20190426,20190426,1,,,-824920696.11,
7001,000547.SZ,20190420,20190420,1,507682846.23,32902805.64,-250778271.7098,186702510.12
7002,000548.SZ,20190427,20190427,1,,,-29129873.9,
7003,000548.SZ,20190323,20190323,1,30827721.91,41748.31,-16283616.4953,65063935.17
7004,000550.SZ,20190425,20190425,1,,,,
7005,000550.SZ,20190328,20190328,1,91833346.0,-164404363.0,-1890486792.0,-101590551.0
7006,000551.SZ,20190427,20190427,1,,,-97632631.27,
7007,000551.SZ,20190325,20190325,1,156019726.64,11503903.07,112524605.1893,250220874.48
7008,000552.SZ,20190430,20190430,1,,,-169597599.1045,
7009,000552.SZ,20190326,20190326,1,573499844.48,40794595.62,353239121.2136,526022267.78
7010,000553.SZ,20190430,20190430,1,,,-2197776668.3658,
7011,000553.SZ,20190321,20190321,1,2402462000.0,30374000.0,-689691605.8958,2002139000.0
7012,000554.SZ,20190427,20190427,1,,,142809465.38,
7013,000554.SZ,20190330,20190330,1,2053336.21,2267766.65,-3910514.8088,92414940.09
7014,000555.SZ,20190412,20190412,1,,,-426929407.9349,
7015,000555.SZ,20190328,20190328,1,47269898.66,77174644.06,-463271110.5694,237248165.21
7016,000557.SZ,20190429,20190429,1,,,,
7017,000557.SZ,20190429,20190429,1,,,-34405434.63,
7018,000557.SZ,20190429,20190429,1,147362646.5,3309880.19,,236417088.87
7019,000557.SZ,20190429,20190429,1,147362646.5,3309880.19,-530796161.7539,236417088.87
7020,000558.SZ,20190430,20190430,1,,,,
7021,000558.SZ,20190430,20190430,1,,,-143472589.85,
7022,000558.SZ,20190426,20190426,1,-54249554.26,38487770.31,,464176750.52
7023,000558.SZ,20190426,20190426,1,-54249554.26,38487770.31,78304415.83,464176750.52
7024,600758.SH,20190430,20190430,1,,,-184127645.6777,
7025,600758.SH,20190426,20190426,1,112415140.24,353687931.01,981897196.6653,904265625.95
7026,600759.SH,20190430,20190430,1,,,,
7027,600759.SH,20190430,20190430,1,,,269106131.8939,
7028,600759.SH,20190427,20190427,1,206497398.5,594574291.74,-231925344.2576,1357405313.88
7029,600760.SH,20190429,20190429,1,,,-229149054.64,
7030,600760.SH,20190315,20190315,1,745504669.33,-2961039.01,118736495.7527,235195589.55
7031,600761.SH,20190430,20190430,1,,,86989109.894,
7032,600761.SH,20190323,20190323,1,711764685.93,-24965417.83,193377739.3868,635143665.3
7033,600763.SH,20190426,20190426,1,,,,
7034,600763.SH,20190426,20190426,1,,,-34883915.39,
7035,600763.SH,20190329,20190329,1,359201375.79,26124711.3,235032840.7815,469415593.6
7036,600764.SH,20190426,20190426,1,,,,
7037,600764.SH,20190426,20190426,1,,,-11964627.62,
7038,600764.SH,20190329,20190329,1,67493175.35,5788816.35,-172388240.0523,-146582790.09
7039,600765.SH,20190426,20190426,1,,,-218742646.12,
7040,600765.SH,20190222,20190222,1,228840577.74,188606644.97,-157090295.4896,384840658.59
7041,600766.SH,20190430,20190430,1,,,,
7042,600766.SH,20190430,20190430,1,,,-80633.97,
7043,600766.SH,20190426,20190426,1,-2349350.74,1532628.89,,1768426.92
7044,600766.SH,20190426,20190426,1,-2349350.74,1532628.89,2483040.32,1768426.92
7045,600767.SH,20190430,20190430,1,,,-18955823.18,
7046,600767.SH,20190429,20190429,1,17171589.92,60453.26,-77784895.2982,-40019356.31
7047,600768.SH,20190430,20190430,1,,,182031108.66,
7048,600768.SH,20190430,20190430,1,-31069713.17,13406123.16,96398062.17,-30276742.57
7049,600769.SH,20190430,20190430,1,,,-19504605.8898,
7050,600769.SH,20190430,20190430,1,5094242.4,,1449947.5849,4389749.49
7051,600770.SH,20190430,20190430,1,,,-205694962.1282,
7052,600770.SH,20190420,20190420,1,30936928.05,22762848.17,-191053284.0865,65344195.25
7053,600771.SH,20190430,20190430,1,,,,
7054,600771.SH,20190430,20190430,1,,,-160551803.2572,
7055,600771.SH,20190326,20190326,1,394051802.67,14964089.81,-150776890.6577,-297970259.63
7056,600773.SH,20190427,20190427,1,,,-51081380.43,
7057,600773.SH,20190330,20190330,1,97698800.66,88215655.04,-1256380202.0118,-1030020408.75
7058,600774.SH,20190427,20190427,1,,,-46985347.88,
7059,600774.SH,20190427,20190427,1,27002274.11,34312662.69,23213305.3484,110082106.41
7060,600775.SH,20190429,20190429,1,,,,
7061,600775.SH,20190429,20190429,1,,,-388374004.65,
7062,600775.SH,20190329,20190329,1,212534100.27,3958244.31,310887009.9551,45563017.57
7063,600776.SH,20190429,20190429,1,,,,
7064,600776.SH,20190429,20190429,1,,,-25382194.18,
7065,600776.SH,20190401,20190401,1,130328808.67,762903.48,166531264.3823,-34007300.73
7066,600777.SH,20190426,20190426,1,,,,
7067,600777.SH,20190426,20190426,1,600746057.36,290414495.94,-2743665827.7861,3998538631.09
7068,600778.SH,20190430,20190430,1,,,-178039454.4049,
7069,600778.SH,20190425,20190425,1,47671397.72,77942052.12,94930800.738,69502334.33
7070,600779.SH,20190427,20190427,1,,,,
7071,600779.SH,20190427,20190427,1,,,8620116.51,
7072,600779.SH,20190427,20190427,1,579449900.96,166738.75,,431092605.07
7073,600779.SH,20190427,20190427,1,579449900.96,166738.75,295218144.083,431092605.07
7074,600780.SH,20190427,20190427,1,,,-330324899.75,
7075,600780.SH,20190330,20190330,1,219927699.73,82884772.62,110578779.0601,1126440611.21
7076,600781.SH,20190430,20190430,1,,,-261823318.8178,
7077,600781.SH,20190420,20190420,1,893245192.22,246797903.53,370813015.047,1032339545.47
7078,600782.SH,20190427,20190427,1,,,-928284578.6,
7079,600782.SH,20190423,20190423,1,5913258741.01,362579308.95,-102769474.4816,2967409338.27
7080,600783.SH,20190430,20190430,1,,,-326608225.6399,
7081,600783.SH,20190430,20190430,1,189294309.19,94857220.36,-65583551.5724,-131602947.35
7082,600784.SH,20190427,20190427,1,,,-309539564.83,
7083,600784.SH,20190425,20190425,1,62487354.32,63164508.85,549118714.1723,523662741.55
7084,600785.SH,20190424,20190424,1,,,48698752.51,
7085,600785.SH,20190226,20190226,1,112434888.05,27399467.64,-571732418.3664,318128994.33
7086,600787.SH,20190430,20190430,1,,,-1690725219.6134,
7087,600787.SH,20190322,20190322,1,458935934.17,263305456.17,2021126587.7011,924281696.33
7088,600789.SH,20190430,20190430,1,,,-233094834.9844,
7089,600789.SH,20190430,20190430,1,173432130.33,52818182.05,-951640588.7005,351086185.07
7090,600790.SH,20190427,20190427,1,,,,
7091,600790.SH,20190427,20190427,1,,,-386175725.77,
7092,600790.SH,20190418,20190418,1,531043150.04,-4117111.04,929929880.4339,1632075334.14
7093,600791.SH,20190413,20190413,1,,,-1197483680.8,
7094,600791.SH,20190413,20190413,1,37537071.3,32016154.22,-411045969.6061,-460834411.99
7095,600792.SH,20190424,20190424,1,,,-401446883.65,
7096,600792.SH,20190416,20190416,1,197002552.95,88681710.59,-94621590.55,517667103.35
7097,600793.SH,20190430,20190430,1,,,430399408.26,
7098,600793.SH,20190430,20190430,1,174462541.89,116873386.65,76933471.5966,142718075.83
7099,600794.SH,20190423,20190423,1,,,153821562.86,
7100,600794.SH,20190320,20190320,1,45228755.85,34422582.7,-356466108.3541,-14602593.3
7101,600795.SH,20190427,20190427,1,,,-9816837387.44,
7102,600795.SH,20190416,20190416,1,1808796519.58,7462683486.13,5545069592.2202,23161801187.72
7103,600796.SH,20190426,20190426,1,,,,
7104,600796.SH,20190418,20190418,1,-39088429.28,4515500.01,,55556575.12
7105,600796.SH,20190418,20190418,1,-39088429.28,4515500.01,17136763.15,55556575.12
7106,600797.SH,20190430,20190430,1,,,-73469501.7419,
7107,600797.SH,20190425,20190425,1,207080340.16,38414866.25,95505322.1962,429860518.06
7108,600798.SH,20190430,20190430,1,,,-42320848.6549,
7109,600798.SH,20190402,20190402,1,374631010.71,125488280.96,482625148.3909,856227245.63
7110,600800.SH,20190426,20190426,1,,,,
7111,600800.SH,20190312,20190312,1,71773792.83,415683.84,-32008491.3,-43186005.36
7112,600801.SH,20190426,20190426,1,,,-825793812.0,
7113,600801.SH,20190330,20190330,1,5705494815.0,451222378.0,5472149188.2262,7899606105.0
7114,600802.SH,20190426,20190426,1,,,,
7115,600802.SH,20190426,20190426,1,,,-174373477.18,
7116,600802.SH,20190423,20190423,1,411221091.08,92781774.86,887937415.9177,933029972.18
7117,600803.SH,20190427,20190427,1,,,-2244521391.89,
7118,600803.SH,20190312,20190312,1,1405725562.94,493951555.22,575263885.8108,1222086664.31
7119,600804.SH,20190430,20190430,1,,,-1032917546.67,
7120,600804.SH,20190427,20190427,1,376729783.01,193200451.93,-1830127540.3809,2183351006.79
7121,600805.SH,20190430,20190430,1,,,,
7122,600805.SH,20190430,20190430,1,,,-314714163.2645,
7123,600805.SH,20190330,20190330,1,47104234.73,137572226.27,167913395.9808,192500892.29
7124,600807.SH,20190430,20190430,1,,,220528602.6759,
7125,600807.SH,20190413,20190413,1,34662294.89,46053230.9,2225092987.3559,1649893329.26
7126,600808.SH,20190426,20190426,1,,,-4375342851.0,
7127,600808.SH,20190322,20190322,1,7057988694.0,910542165.0,7361551858.7668,13870430106.0
7128,300025.SZ,20190427,20190427,1,,,,
7129,300025.SZ,20190316,20190316,1,-15392529.36,62274334.91,,179184286.28
7130,300025.SZ,20190316,20190316,1,-15392529.36,62274334.91,102594200.46,179184286.28
7131,002324.SZ,20190427,20190427,1,,,160241125.33,
7132,002324.SZ,20190412,20190412,1,70834521.65,50329529.11,159086858.7023,193492616.42
7133,002322.SZ,20190430,20190430,1,,,,
7134,002322.SZ,20190430,20190430,1,,,-90711377.2548,
7135,002322.SZ,20190424,20190424,1,256239531.63,10355649.58,493047294.0177,184465131.39
7136,002326.SZ,20190429,20190429,1,,,,
7137,002326.SZ,20190429,20190429,1,,,-214391436.28,
7138,002326.SZ,20190429,20190429,1,430971892.92,128216364.42,,719671411.03
7139,002326.SZ,20190429,20190429,1,430971892.92,128216364.42,-128988183.8547,719671411.03
7140,002330.SZ,20190424,20190424,1,,,,
7141,002330.SZ,20190420,20190420,1,7960424.98,2565197.01,,22643362.45
7142,002330.SZ,20190420,20190420,1,7960424.98,2565197.01,-119857441.73,22643362.45
7143,002333.SZ,20190430,20190430,1,,,-238543209.6707,
7144,002333.SZ,20190430,20190430,1,-158198124.51,-93006.2,-13523721.09,15152444.08
7145,002332.SZ,20190425,20190425,1,,,-21221525.15,
7146,002332.SZ,20190425,20190425,1,345370418.07,58413180.68,440759959.3102,193266995.38
7147,002334.SZ,20190426,20190426,1,,,,
7148,002334.SZ,20190426,20190426,1,,,-23813921.57,
7149,002334.SZ,20190309,20190309,1,177878433.21,13823134.64,-238940192.9037,-135495475.3
7150,002336.SZ,20190430,20190430,1,,,-72487228.8367,
7151,002336.SZ,20190416,20190416,1,-355354711.53,2498000.37,,-225911405.07
7152,002335.SZ,20190427,20190427,1,,,-460658382.11,
7153,002335.SZ,20190427,20190427,1,90999870.15,70902801.19,-337486645.8948,328082212.25
7154,002337.SZ,20190430,20190430,1,,,,
7155,002337.SZ,20190430,20190430,1,,,75454928.34,
7156,002337.SZ,20190427,20190427,1,9184779.18,-12276118.72,-100716399.5859,26901486.11
7157,002338.SZ,20190425,20190425,1,,,-41600484.45,
7158,002338.SZ,20190419,20190419,1,44053102.54,281300.0,-17543569.5293,7633163.38
7159,002561.SZ,20190426,20190426,1,,,-41534024.34,
7160,002561.SZ,20190330,20190330,1,243646492.65,,168479150.2739,205116305.43
7161,002340.SZ,20190427,20190427,1,,,,
7162,002340.SZ,20190427,20190427,1,,,-937314252.79,
7163,002340.SZ,20190330,20190330,1,778703980.39,641144483.21,-572428216.102,985097269.12
7164,002341.SZ,20190425,20190425,1,,,-476298399.07,
7165,002341.SZ,20190423,20190423,1,285036725.62,142613550.87,-522986277.5438,269592306.9
7166,002339.SZ,20190430,20190430,1,,,,
7167,002339.SZ,20190430,20190430,1,,,-24153033.75,
7168,002339.SZ,20190418,20190418,1,90992394.67,45254955.62,157521455.4318,239232679.43
7169,002344.SZ,20190427,20190427,1,,,-195954273.01,
7170,002344.SZ,20190420,20190420,1,325292160.93,23982981.07,,408574310.7
7171,002344.SZ,20190420,20190420,1,325292160.93,23982981.07,-438423302.0258,408574310.7
7172,002538.SZ,20190430,20190430,1,,,,
7173,002538.SZ,20190430,20190430,1,,,-158199330.9166,
7174,002538.SZ,20190426,20190426,1,312382193.33,41916054.44,,208925186.52
7175,002538.SZ,20190426,20190426,1,312382193.33,41916054.44,-15630040.8222,208925186.52
7176,002342.SZ,20190424,20190424,1,,,-60394104.35,
7177,002342.SZ,20190328,20190328,1,17816603.81,50766945.12,121004053.6386,70738782.31
7178,300031.SZ,20190425,20190425,1,,,-83868167.2,
7179,300031.SZ,20190425,20190425,1,289003960.79,7165237.39,-28138200.999,181166933.64
7180,300139.SZ,20190427,20190427,1,,,-10698767.23,
7181,300139.SZ,20190418,20190418,1,2715316.67,-7759080.54,-200033470.26,41611304.44
7182,002343.SZ,20190430,20190430,1,,,,
7183,002343.SZ,20190430,20190430,1,,,-2955957.5573,
7184,002343.SZ,20190430,20190430,1,-1100266392.69,42265796.22,,-101699978.57
7185,002343.SZ,20190430,20190430,1,-1100266392.69,42265796.22,-247504991.98,-101699978.57
7186,002345.SZ,20190427,20190427,1,,,-335268238.5,
7187,002345.SZ,20190427,20190427,1,71768982.67,62913505.77,183367994.2052,322549021.79
7188,002347.SZ,20190427,20190427,1,,,,
7189,002347.SZ,20190427,20190427,1,,,-28427896.41,
7190,002347.SZ,20190424,20190424,1,23940657.59,10594587.6,-79063692.3724,854862.68
7191,002346.SZ,20190426,20190426,1,,,-93481095.44,
7192,002346.SZ,20190426,20190426,1,58116151.77,-75029.31,351821748.23,151012224.1
7193,002348.SZ,20190427,20190427,1,,,-93056971.62,
7194,002348.SZ,20190427,20190427,1,30694271.55,14306638.31,18838904.7802,21048874.38
7195,002381.SZ,20190425,20190425,1,,,-87983145.6,
7196,002381.SZ,20190228,20190228,1,153000161.42,-7884383.05,145754329.8377,147126870.08
7197,601678.SH,20190422,20190422,1,,,-185964811.42,
7198,601678.SH,20190315,20190315,1,711398589.53,127596362.19,936410430.7445,1078100484.38
7199,002349.SZ,20190424,20190424,1,,,-159842364.33,
7200,002349.SZ,20190218,20190218,1,260069406.43,9872570.37,35629371.8715,83430076.44
7201,300034.SZ,20190415,20190415,1,,,-99264897.31,
7202,300034.SZ,20190321,20190321,1,120343874.53,842592.57,58084944.0947,63129244.85
7203,300032.SZ,20190427,20190427,1,,,,
7204,300032.SZ,20190424,20190424,1,-2546204427.04,51605392.66,101819522.9,349299240.21
7205,002351.SZ,20190427,20190427,1,,,,
