,ts_code,ann_date,end_date,revenue,operate_profit,n_income,total_assets,diluted_roe
0,000019.SZ,20190413,20181231,10758780000.0,341230000.0,314210000.0,6474830000.0,7.84
1,000019.SZ,20180414,20171231,315762700.0,-57180700.0,-54094100.0,1070169000.0,-5.46
2,000019.SZ,20170415,20161231,273383600.0,93596600.0,96620700.0,1178543700.0,9.82
3,000021.SZ,20190410,20181231,16061006000.0,699361900.0,530073200.0,15539378900.0,8.67
4,000021.SZ,20180320,20171231,14209778600.0,733983000.0,541303000.0,16537049400.0,9.79
5,000023.SZ,20190413,20181231,1611330000.0,60760000.0,26320000.0,2320490000.0,6.24
6,000023.SZ,20180414,20171231,1229190000.0,21920000.0,30500000.0,1951620000.0,7.63
7,000027.SZ,20190124,20181231,18518430000.0,1191740000.0,730680000.0,86864940000.0,3.21
8,000027.SZ,20180719,20180630,7973110000.0,730440000.0,541230000.0,78157720000.0,2.57
9,000027.SZ,20180203,20171231,15482740000.0,1373900000.0,780360000.0,75094000000.0,3.59
10,000027.SZ,20170114,20161231,11427830000.0,1918520000.0,1407450000.0,60605500000.0,6.5
11,000028.SZ,20190321,20181231,43122385500.0,1665602100.0,1205365700.0,28923689500.0,11.59
12,000028.SZ,20170321,20161231,41248429300.0,1548158500.0,1186601900.0,21312754500.0,15.08
13,000032.SZ,20180414,20171231,1721063809.24,32147754.93,26371245.4,1927338865.54,1.83
14,000035.SZ,20190415,20181231,1846883100.0,285251800.0,213814600.0,8808911200.0,6.83
15,000036.SZ,20190320,20181231,3351334520.55,1431425680.83,1000282687.09,11115774119.11,20.38
16,000036.SZ,20180414,20171231,3971747004.38,1620849992.83,1354286662.25,8722409246.87,34.78
17,000036.SZ,20170415,20161231,2171743816.69,1789952031.87,1255016578.85,9622078823.86,47.02
18,000037.SZ,20190306,20181231,1884937100.0,-9673700.0,19253800.0,3307148300.0,0.98
19,000038.SZ,20190415,20181231,2591464600.0,-2315217700.0,-2350345100.0,3245183900.0,-57.4
20,000040.SZ,20190415,20181231,8676289500.0,1368396600.0,1087643700.0,34221918000.0,8.94
21,000040.SZ,20180414,20171231,8139880900.0,563627700.0,539495400.0,28898928800.0,4.81
22,000042.SZ,20180414,20171231,8666648200.0,1063278800.0,626101000.0,43811596400.0,10.17
23,000045.SZ,20190413,20181231,1272356800.0,-54469200.0,-22980600.0,4619203400.0,-0.96
24,000045.SZ,20180110,20171231,1452650000.0,80620000.0,51450000.0,4221250000.0,2.18
25,000045.SZ,20170110,20161231,1198270000.0,-91440000.0,-85380000.0,4114800000.0,-3.78
26,000046.SZ,20190415,20181231,12404075900.0,208368900.0,930839300.0,212096668200.0,4.64
27,000046.SZ,20180411,20171231,16876339000.0,3758124700.0,2891318700.0,187775062700.0,15.14
28,000046.SZ,20170415,20161231,24670534800.0,3606295100.0,3109104900.0,167835999400.0,18.17
29,000048.SZ,20190412,20181231,3436940910.61,623660665.47,437394982.71,5182504077.75,54.95
30,000048.SZ,20180414,20171231,2943273761.71,454241343.18,286449779.48,3796670522.32,32.74
31,000048.SZ,20170415,20161231,1560809450.46,-10114814.89,6134144.0,1966577609.86,0.85
32,000049.SZ,20180725,20180630,6310244289.03,217923638.84,133370249.21,6472630302.35,9.17
33,000056.SZ,20180414,20171231,702271639.39,280627523.46,177200473.29,14171401182.58,3.4
34,000056.SZ,20170415,20161231,392021547.43,101483464.72,116695331.01,10643723808.59,2.3
35,000058.SZ,20180726,20180630,889418953.59,201660026.64,97666987.94,6311893613.19,5.01
36,000058.SZ,20180418,20171231,2030445390.62,421700416.72,219553261.1,6992590420.75,11.96
37,000059.SZ,20190413,20181231,36683290538.29,1379103015.95,1055368991.36,32460677530.24,8.32
38,000059.SZ,20170413,20161231,29103942295.17,2260416641.97,1803243467.38,31370608575.54,19.11
39,000061.SZ,20190413,20181231,2302055700.0,268384700.0,42767100.0,18999687800.0,0.87
40,000063.SZ,20180202,20171231,108820352000.0,6681282000.0,4553788000.0,142906134000.0,15.68
41,000063.SZ,20171019,20170930,76579739000.0,5286675000.0,3904652000.0,146028404000.0,13.64
42,000063.SZ,20170720,20170630,54010596000.0,3293661000.0,2293665000.0,139811919000.0,8.3
43,000063.SZ,20170308,20161231,101233182000.0,1165548000.0,-2357418000.0,141640910000.0,-8.4
44,000065.SZ,20190129,20181231,9977245216.84,802714013.18,595028407.71,11457112858.01,15.2
45,000065.SZ,20180206,20171231,9729803609.48,665133543.34,497808302.11,11489736879.53,14.58
46,000066.SZ,20190413,20181231,10009483496.74,1327734858.8,987100274.54,16002223272.55,15.08
47,000066.SZ,20170415,20161231,69128164932.28,336655341.06,33147764.97,40860876598.04,1.252
48,000068.SZ,20190413,20181231,205898377.12,-135426431.58,-132878390.95,3443694465.1,-22.53
49,000068.SZ,20180414,20171231,412929685.18,42111282.37,32603312.37,2803698323.72,5.09
50,000069.SZ,20180306,20171231,42318977700.0,11772966700.0,8428892100.0,223201167900.0,17.63
51,000069.SZ,20170216,20161231,35350867400.0,8379908300.0,6552295200.0,142638346000.0,16.23
52,600288.SH,20170412,20161231,2686413993.59,24736135.01,28070002.14,3074917596.85,1.88
53,600850.SH,20190226,20181231,7303314900.0,369956400.0,302424200.0,6258499000.0,13.63
54,600850.SH,20180227,20171231,6597812200.0,363271000.0,288667800.0,5670097600.0,14.61
55,600850.SH,20170301,20161231,6057459800.0,318955100.0,275844100.0,5161215000.0,15.82
56,600872.SH,20190115,20181231,4167272366.34,798116581.78,606590194.79,5940291137.71,18.05
57,600879.SH,20170210,20161231,11547864700.0,495998400.0,470703500.0,19577914000.0,5.79
58,600884.SH,20180801,20180630,4285912000.0,615174000.0,464925900.0,23905687900.0,4.445
59,600365.SH,20180320,20171231,919551948.33,45005312.44,6063674.01,1116862634.97,0.88
60,600367.SH,20190131,20181231,1593039300.0,160702000.0,116453000.0,1897674400.0,9.58
61,600376.SH,20190409,20181231,39736005663.82,5716071684.33,3166560617.16,291410700324.76,11.87
62,600376.SH,20170401,20161231,29883264629.79,3948691672.15,1901416969.45,181417384794.88,7.52
63,600379.SH,20180308,20171231,804883947.15,36503640.84,36055641.45,708229090.8,7.46
64,002417.SZ,20190228,20181231,181681232.11,-43655680.19,-49067835.56,433711917.23,-15.48
65,002417.SZ,20180228,20171231,104835366.74,-59556411.67,7707225.12,391237020.37,2.0
66,002417.SZ,20170228,20161231,325030505.35,-108146363.35,-105628057.59,727053556.25,-26.8
67,300063.SZ,20190228,20181231,7980373100.0,-817459500.0,-863411500.0,2542502500.0,-59.36
68,300063.SZ,20180228,20171231,6876014600.0,-322057100.0,-305824900.0,3554756000.0,-14.92
69,300063.SZ,20170228,20161231,5299646568.06,172760333.12,147427679.38,3746755193.11,6.93
70,300065.SZ,20190228,20181231,770297004.51,160198228.78,107292031.32,2112760507.57,6.58
71,300065.SZ,20180228,20171231,803528644.35,166667727.01,102007475.78,2210419031.89,7.83
72,300065.SZ,20170228,20161231,730666601.14,109411416.35,85351579.91,1820857193.08,6.99
73,300064.SZ,20190228,20181231,1341906850.26,112315485.86,128761134.76,9424961744.58,1.86
74,300064.SZ,20180228,20171231,1532773223.28,277712788.39,249430312.35,9107141291.96,3.7
75,300064.SZ,20170228,20161231,968702720.37,162145609.13,138346320.49,8816931252.45,4.99
76,300068.SZ,20190228,20181231,8084839204.73,136425294.35,247159856.55,12757987073.98,3.99
77,300068.SZ,20180228,20171231,8636781836.69,388402341.43,387409528.84,10897338800.41,6.48
78,300068.SZ,20170227,20161231,7148831309.25,285575297.07,330061741.3,9196196835.02,7.38
79,002418.SZ,20190222,20181231,3050848892.11,-1074880352.21,-1094991214.92,5026857933.81,-51.46
80,002418.SZ,20180228,20171231,3413604325.14,281829825.41,203501062.49,9725411761.14,9.41
81,002418.SZ,20170228,20161231,2810114848.34,241778638.51,188634307.7,7290902888.12,9.36
82,002420.SZ,20190222,20181231,4871227347.28,-684273669.22,-869313055.05,2750811617.63,-116.36
83,002420.SZ,20180731,20180630,2470952013.86,-28284833.45,-34019199.78,3362777593.16,-2.92
84,002420.SZ,20180228,20171231,5674484022.92,-593525967.77,-475416344.86,4160244193.82,-33.41
85,002420.SZ,20170729,20170630,2666287413.54,-72790012.03,-52375110.97,4228177058.3,-3.2
86,002420.SZ,20170224,20161231,5754328939.0,-26533327.48,20313338.58,4151296740.91,1.23
87,601369.SH,20190325,20181231,5038836129.36,478578284.7,348887005.26,18092258522.4,5.69
88,601369.SH,20180330,20171231,3966093193.92,250438398.97,241811944.11,15834104870.76,3.99
89,601369.SH,20170324,20161231,3649266315.29,229049297.79,226575049.57,14748000443.38,3.79
90,002422.SZ,20190228,20181231,16351790239.0,1356199800.0,1212944251.0,29385163747.0,9.87
91,002422.SZ,20180731,20180630,7792426337.0,853226459.0,774021351.0,28253442044.0,6.34
92,002422.SZ,20180228,20171231,11435031517.0,1189411733.0,750549708.0,27998389284.0,6.47
93,002422.SZ,20170228,20161231,8565943415.0,667531232.0,602134542.0,23376050963.0,5.36
94,002428.SZ,20190228,20181231,465043920.17,6484431.22,8668558.77,1907256938.71,0.58
95,002428.SZ,20180228,20171231,489856048.42,16547664.97,8444160.36,1969364189.25,0.57
96,002428.SZ,20170222,20161231,306793899.55,-127949324.95,-102169124.29,1906848342.22,-6.66
97,002423.SZ,20190227,20181231,1025559069.87,-103241671.14,-88085452.62,3235457756.18,-5.77
98,002423.SZ,20180227,20171231,972925944.74,-263857960.3,-256506453.03,3427050341.45,-15.08
99,002423.SZ,20170714,20170630,508891881.34,-102302024.05,-99556195.75,3688820496.32,-5.59
100,002423.SZ,20170225,20161231,874212865.21,-76170685.04,4880632.96,3775416314.92,0.27
101,002442.SZ,20180228,20171231,2702247549.62,72746808.09,49958996.95,2971430590.57,4.51
102,002442.SZ,20170228,20161231,1843298400.64,33020417.75,30853169.52,2568777229.29,2.89
103,002424.SZ,20190228,20181231,3139041792.87,667777859.49,554255418.36,5980226726.75,14.35
104,002424.SZ,20180228,20171231,2591816650.06,623178882.39,526067643.07,4822618581.76,16.78
105,002424.SZ,20170225,20161231,2242909951.15,569520534.11,482372237.26,4236221912.12,16.83
106,002427.SZ,20190228,20181231,3856165562.6,-1146600612.27,-1039897812.08,6237097276.0,-80.97
107,002427.SZ,20180227,20171231,5089788215.46,518099806.06,333846044.5,7393512962.26,14.1
108,002427.SZ,20170223,20161231,2447604038.92,218743375.03,176520232.96,5605380601.93,7.9
109,002426.SZ,20190227,20181231,17389895494.1,-908510014.11,-733941999.88,18482483900.65,-8.74
110,002426.SZ,20190227,20181231,17389895494.1,-908510014.11,-733941999.88,18482483900.65,-8.74
111,002426.SZ,20180228,20171231,15914642210.74,253809142.11,461072529.96,18519327505.49,5.37
112,002426.SZ,20170228,20161231,13476864737.29,541039486.75,429421057.66,16543534478.71,7.87
113,002431.SZ,20190228,20181231,5328545429.64,97564873.69,51316677.74,17652067065.59,0.93
114,002431.SZ,20180731,20180630,2352293555.84,171715573.21,106116262.01,17323151688.72,1.91
115,002431.SZ,20180226,20171231,5252653062.29,366970258.85,302583435.81,15794234263.56,6.21
116,002431.SZ,20170731,20170630,2146224448.14,105974278.03,84305998.21,14681878248.42,1.96
117,002431.SZ,20170228,20161231,3906077946.34,31225063.33,119528720.9,13611527413.1,2.84
118,002456.SZ,20190131,20181231,43050499600.0,1893881700.0,1839467900.0,40123909600.0,18.29
119,002456.SZ,20190131,20181231,43042809900.0,-670214600.0,-519008300.0,37963109900.0,-5.88
120,002456.SZ,20180227,20171231,33791031400.0,956598000.0,822521400.0,30838251800.0,9.71
121,002456.SZ,20170228,20161231,26747593500.0,685139000.0,736303700.0,23289230600.0,10.99
122,002447.SZ,20190228,20181231,237800299.87,-636881016.84,-625504299.26,1996177052.33,-35.43
123,002447.SZ,20180228,20171231,391885818.17,373130281.87,271373519.41,2747839828.46,9.78
124,002447.SZ,20170729,20170630,147674914.3,47322836.94,36889180.51,3224378462.01,1.37
125,002447.SZ,20170228,20161231,775668867.69,286502333.28,304046656.68,3182777353.83,12.07
126,002452.SZ,20190222,20181231,1063321566.03,-250346751.34,-244510316.34,2438745926.73,-19.46
127,002452.SZ,20190222,20181231,1053322278.78,-246826658.36,-246055861.04,2437228632.31,-19.6
128,002452.SZ,20180228,20171231,1417136826.65,88041426.99,60872968.32,2866161133.2,4.57
129,002452.SZ,20170228,20161231,1299417807.17,138081792.82,115640971.26,2839657204.34,9.21
130,002460.SZ,20190228,20181231,5071794627.7,1398763781.01,1216460123.6,13333598779.04,20.96
131,002460.SZ,20180228,20171231,4383446140.42,1738815364.68,1457876316.53,8064245159.61,46.24
132,002460.SZ,20170228,20161231,2857272347.8,591949748.45,456260987.03,3892867463.9,20.97
133,002454.SZ,20190228,20181231,3667624635.82,69799680.0,176207153.53,5902802565.64,5.51
134,002454.SZ,20180228,20171231,4174431309.34,458956214.84,370515361.12,6266491841.51,12.33
135,002454.SZ,20170228,20161231,3231963707.61,256613618.8,217612319.54,4798718775.59,8.3
136,002453.SZ,20190228,20181231,2060728100.0,42469900.0,24471300.0,2651136900.0,3.29
137,002453.SZ,20180228,20171231,1474094600.0,8809100.0,16743100.0,2195170500.0,1.62
138,002453.SZ,20170228,20161231,1272335900.0,-314790100.0,-294090000.0,1915433800.0,-28.03
139,300085.SZ,20190301,20181231,1302362435.34,34470585.89,37263850.92,2172538834.28,2.79
140,300085.SZ,20180228,20171231,1159944884.14,45404407.88,27581320.95,2232581934.97,2.47
141,300085.SZ,20170301,20161231,1009032358.22,102198947.14,81209649.01,1493121674.84,8.71
142,300179.SZ,20190228,20181231,376698026.76,75192914.11,65667124.74,1086165323.42,7.95
143,300179.SZ,20180227,20171231,314497693.63,74041369.17,61650795.65,980961383.32,7.94
144,300179.SZ,20170228,20161231,168864182.85,30981982.95,30810057.86,873797024.7,4.27
145,300097.SZ,20190228,20181231,976163819.49,157457197.68,137903336.07,2712585512.22,6.96
146,300097.SZ,20180228,20171231,913576919.59,205157061.87,173900742.23,2580975867.11,12.17
147,300097.SZ,20170225,20161231,602757909.59,93484703.34,93180911.58,2083224322.38,7.33
148,002462.SZ,20180224,20171231,14263104255.44,625516207.42,262312259.1,9271016795.35,12.53
149,002462.SZ,20170114,20161231,10929511600.0,546088000.0,222535100.0,7346317600.0,11.91
150,300099.SZ,20190221,20181231,446156028.97,100430971.94,95379527.77,1926119225.39,5.49
151,300099.SZ,20180210,20171231,422503570.59,122192053.55,97711644.84,1938234511.51,5.87
152,300099.SZ,20170222,20161231,230318328.52,48880711.12,28025558.44,1842635468.08,2.99
153,300093.SZ,20190228,20181231,696605404.25,23983686.29,18383682.37,1592564089.71,2.03
154,300093.SZ,20180228,20171231,600542110.51,20722762.3,18604324.83,1510166126.12,2.11
155,300093.SZ,20170228,20161231,312273272.4,5631842.71,4738094.57,1292191045.5,0.54
156,002464.SZ,20190228,20181231,795504078.25,109105891.23,101266997.69,3173628581.13,7.12
157,002464.SZ,20180228,20171231,504927972.86,-36471749.55,183233564.09,2990006923.1,14.54
158,002464.SZ,20170228,20161231,371009027.58,190537490.6,189975604.35,2099399949.19,17.78
159,300124.SZ,20190228,20181231,5866791139.53,1283885785.8,1165718354.61,10308978502.39,19.98
160,300124.SZ,20180227,20171231,4778316761.53,1182711108.28,1064540080.2,9047694292.66,21.06
161,300124.SZ,20170225,20161231,3659657374.68,855716585.66,954501922.91,8007386934.68,21.98
162,300089.SZ,20190228,20181231,1158854041.04,253134848.42,200120983.35,4531850076.65,9.16
163,300089.SZ,20180228,20171231,535585305.3,88746264.51,74460421.94,2725579984.83,4.16
164,300089.SZ,20170224,20161231,449338339.97,147743251.81,128366617.84,2289143670.29,14.63
165,300094.SZ,20190228,20181231,4657129959.58,266319015.59,230614276.02,4881380198.21,11.14
166,300094.SZ,20180228,20171231,4094363186.84,168853318.83,153567473.96,4013018066.16,8.16
167,300094.SZ,20170228,20161231,2621883627.23,96279965.65,95551300.99,3122005126.31,5.38
168,300253.SZ,20190228,20181231,1440209223.25,302981650.79,302238586.83,4248654837.85,10.54
169,300253.SZ,20180224,20171231,1209923689.66,248833077.01,237147725.82,3721706520.95,9.64
170,300253.SZ,20170228,20161231,963574808.84,531276730.66,521085771.86,3389033139.57,28.14
171,300152.SZ,20190227,20181231,536817100.0,-452722500.0,-462428300.0,2341885700.0,-39.76
172,300152.SZ,20180228,20171231,661795558.7,45004466.41,37459960.48,3286745646.37,2.72
173,300152.SZ,20170301,20161231,774542900.0,-145717700.0,-113522400.0,3169328600.0,-8.0
174,300321.SZ,20190227,20181231,469213800.0,30148600.0,28798200.0,734621300.0,4.76
175,300321.SZ,20180214,20171231,436750600.0,21946900.0,24334300.0,721330900.0,4.17
176,300321.SZ,20170220,20161231,432414300.0,34851700.0,33140400.0,677680300.0,5.84
177,300245.SZ,20190228,20181231,392128300.0,60310500.0,58987900.0,1549618800.0,4.26
178,300245.SZ,20180227,20171231,359817100.0,51295600.0,57245900.0,1528587200.0,5.44
179,300245.SZ,20170228,20161231,443607100.0,59705700.0,64102800.0,1008249500.0,8.98
180,300095.SZ,20190228,20181231,925290768.03,-70457148.9,-93540974.92,2420181247.92,-7.64
181,300095.SZ,20180228,20171231,679932407.42,66622317.21,50182404.14,2639155472.9,3.97
182,300100.SZ,20190228,20181231,5561884060.76,2680215.99,-44824514.06,7536589242.54,-1.49
183,300100.SZ,20180228,20171231,4290682486.24,298222681.25,201566748.62,6575512646.38,7.7
184,300100.SZ,20170228,20161231,3302887033.67,413406757.54,338372218.44,5406460410.27,14.85
185,300092.SZ,20190227,20181231,475538627.22,7820773.96,6674787.93,820084959.19,1.21
186,300092.SZ,20180215,20171231,333637068.69,7017791.73,6137340.66,717979734.82,1.17
187,300092.SZ,20170228,20161231,373650908.36,24135456.23,32087670.79,699954029.06,6.59
188,002496.SZ,20190221,20181231,2689248979.57,-402024046.51,-462704827.76,6038092989.11,-13.18
189,002496.SZ,20180228,20171231,3951553727.71,544716116.99,408081359.96,8119939206.0,11.32
190,002496.SZ,20170228,20161231,5930418882.82,219152519.72,183581740.65,7658635908.6,5.52
191,300102.SZ,20190228,20181231,1029574966.36,212745177.81,181564143.35,6382512021.53,6.52
192,300102.SZ,20180228,20171231,1130287914.02,252848931.57,210560322.45,5287916060.69,8.1
193,300360.SZ,20190227,20181231,873057669.26,155952754.97,137435023.41,2603127333.69,6.54
194,300360.SZ,20180228,20171231,970975415.69,172113852.64,157029589.4,2548250268.26,11.17
195,300360.SZ,20170225,20161231,1194948639.7,282478741.97,256275119.44,1796903664.69,21.69
196,300357.SZ,20190226,20181231,500744692.07,271355592.69,232884097.51,1057892508.68,26.63
197,300357.SZ,20180228,20171231,385576841.66,216222729.15,186103945.4,848311200.92,25.55
198,300357.SZ,20170209,20161231,312085773.2,155963845.68,128997012.12,696078368.16,20.99
199,002707.SZ,20190330,20181231,12231221500.0,85838700.0,23446700.0,5339832000.0,0.98
200,002707.SZ,20190228,20181231,12231221500.0,85838700.0,23446700.0,5339832000.0,0.98
201,002707.SZ,20180223,20171231,12022508500.0,339713600.0,230448900.0,5122291000.0,12.2
202,002707.SZ,20170227,20161231,10106047900.0,319249800.0,217779900.0,4021675600.0,13.06
203,002843.SZ,20190228,20181231,351120820.72,63755515.48,57233115.19,816169132.26,8.98
204,002843.SZ,20180227,20171231,305131430.08,62445479.03,53776445.09,698505017.09,9.1
205,002843.SZ,20170728,20170630,149664600.0,22976900.0,21929400.0,621995400.0,3.96
206,002843.SZ,20170228,20161231,249148800.0,44310400.0,41152400.0,458507500.0,10.53
207,300373.SZ,20190228,20181231,1852196100.0,222470900.0,195357700.0,3481890800.0,8.26
208,300373.SZ,20180228,20171231,1469508400.0,299617500.0,263242800.0,3289766000.0,12.24
209,300373.SZ,20170228,20161231,1190162800.0,225589400.0,202644100.0,2487690700.0,21.51
210,300363.SZ,20190226,20181231,1184500836.86,152096618.06,124552514.21,4380632602.15,6.7
211,300363.SZ,20180214,20171231,1184088767.29,114578716.54,107462389.77,2850088639.49,8.13
212,601579.SH,20180206,20171231,1286975466.91,255232421.23,177859609.17,3989077880.45,6.0
213,002748.SZ,20190226,20181231,1483351691.05,67857356.05,57791656.1,1512933627.54,4.97
214,002748.SZ,20180226,20171231,1201479758.76,181071567.92,151179678.58,1383750198.56,13.72
215,002748.SZ,20170223,20161231,1000825200.3,121849604.81,101111376.37,1219840684.14,10.19
216,300546.SZ,20190227,20181231,600474316.21,119800557.63,107800834.18,1093436896.69,15.84
217,300546.SZ,20180228,20171231,380106492.25,86860211.96,79983474.44,943923658.83,12.84
218,300546.SZ,20170228,20161231,292903469.05,60330694.52,60653714.94,723599647.6,16.45
219,300377.SZ,20190222,20181231,637907400.0,205352700.0,180208000.0,3219834400.0,6.59
220,300377.SZ,20180228,20171231,542290300.0,235754100.0,211115000.0,2940355200.0,8.02
221,300377.SZ,20170228,20161231,365766800.0,125103000.0,124672800.0,2720701400.0,6.19
222,300391.SZ,20190228,20181231,881041086.53,110526787.0,104904732.98,2086458200.46,7.66
223,300391.SZ,20180228,20171231,672520910.69,76325429.9,71663589.3,1989257259.36,9.7
224,002838.SZ,20190228,20181231,1322796400.0,141948300.0,123532700.0,1807252900.0,13.87
225,002838.SZ,20180228,20171231,938296600.0,106246600.0,93874600.0,1020753300.0,11.59
226,002838.SZ,20170221,20161231,792826200.0,90709000.0,79062800.0,998676200.0,18.34
227,603023.SH,20180112,20171231,199510208.57,80658326.33,70087088.88,617927752.12,12.82
228,603609.SH,20180303,20171231,13695843458.67,562803106.75,471024473.92,5985861995.54,14.72
229,300385.SZ,20190228,20181231,959725568.12,83394924.27,47728875.76,2648755158.42,4.25
230,300385.SZ,20180228,20171231,818035386.3,97115048.66,60628174.94,2194184281.67,7.63
231,300376.SZ,20190228,20181231,5184025391.28,587853269.66,670735024.72,12022719887.97,14.29
232,300376.SZ,20180227,20171231,7317580005.63,738837196.27,721477454.17,10465761281.81,18.03
233,300376.SZ,20170228,20161231,5245363789.36,506677653.69,471644994.42,9168373617.88,20.31
234,300419.SZ,20190222,20181231,553160893.48,-644053014.27,-641345677.52,1238108510.41,-54.44
235,300419.SZ,20180228,20171231,548089259.51,59634788.82,59126289.39,1817149841.85,4.01
236,300419.SZ,20170228,20161231,466467677.09,57354604.71,61418103.02,1757132980.98,4.47
237,002171.SZ,20190227,20181231,13105365251.67,468404774.42,408260122.85,6635872339.11,11.67
238,002171.SZ,20180207,20171231,11044033157.25,437593421.06,361207517.53,4738251252.39,10.92
239,002171.SZ,20170225,20161231,7918367217.21,195714266.61,187462179.0,4334624551.53,10.71
240,002167.SZ,20190226,20181231,503317549.46,-7113625.27,10627786.01,2439154731.52,1.02
241,002167.SZ,20180228,20171231,851755169.77,-41507048.58,-39313032.71,2974465012.74,-3.73
242,002167.SZ,20170228,20161231,797216663.03,12671883.37,26168588.58,2698548243.79,1.38
243,002175.SZ,20190228,20181231,251663582.26,-415427576.65,-446961268.4,1723853939.55,-54.24
244,002175.SZ,20180228,20171231,411582300.0,-272363100.0,-265257000.0,2146131200.0,-21.51
245,002175.SZ,20170228,20161231,598656588.22,86384348.98,64739175.29,2824017299.8,4.96
246,002728.SZ,20180705,20180630,414250700.0,87504300.0,75757100.0,1905655100.0,7.23
247,002728.SZ,20180120,20171231,686459000.0,111002300.0,105995300.0,1939348600.0,11.34
248,002728.SZ,20170725,20170630,324266700.0,61913300.0,54252300.0,1538255100.0,5.94
249,002728.SZ,20170224,20161231,655856800.0,100438300.0,94777000.0,1603188200.0,11.21
250,002724.SZ,20190227,20181231,1253196500.0,218314800.0,186209600.0,2200377900.0,10.25
251,002724.SZ,20180207,20171231,1096979700.0,169840700.0,151721400.0,2058504600.0,8.96
252,002724.SZ,20170228,20161231,924892400.0,111952700.0,114021300.0,1890137800.0,7.21
253,002726.SZ,20190223,20181231,8778460856.11,216659845.43,174243544.36,3754629720.9,8.72
254,002726.SZ,20180228,20171231,6572625774.96,196733238.19,188120962.51,2543696467.7,10.31
255,002726.SZ,20170228,20161231,5450045828.18,221833601.17,232754370.15,2299083200.34,13.98
256,300380.SZ,20190228,20181231,548867751.67,24965973.03,28894040.43,667881206.72,6.91
257,300380.SZ,20180227,20171231,515407676.97,6590020.18,12265059.14,644367537.76,3.09
258,300380.SZ,20170228,20161231,408776664.55,-21549733.65,-19511978.1,597611899.21,-4.8
259,300365.SZ,20190228,20181231,1183922100.0,298702800.0,271629400.0,2485856600.0,15.9
260,300365.SZ,20180227,20171231,855747500.0,205124000.0,194206200.0,2014898800.0,22.87
261,300365.SZ,20170221,20161231,603302700.0,135233500.0,125574500.0,1008696500.0,16.93
262,300399.SZ,20190227,20181231,355786145.29,25743850.76,21581935.39,527918183.99,5.17
263,300399.SZ,20180224,20171231,322283439.9,35353054.59,-25707222.97,530195364.53,-6.14
264,300399.SZ,20170224,20161231,287655438.24,39550065.32,13594927.19,506419623.22,3.17
265,300359.SZ,20190221,20181231,833420921.61,-588435063.07,-621490770.5,2169697930.51,-35.45
266,300359.SZ,20180227,20171231,999119994.14,114574587.64,69309516.52,2850201891.27,3.39
267,300359.SZ,20170228,20161231,971200293.29,161254120.67,103012641.34,2592726957.85,5.28
268,300379.SZ,20190228,20181231,377070500.0,112693000.0,125474400.0,2032451500.0,8.38
269,300379.SZ,20180214,20171231,297314100.0,-295425900.0,-281011300.0,1589530600.0,-17.29
270,300379.SZ,20170210,20161231,327652300.0,83596800.0,113118500.0,1969012300.0,12.44
271,603100.SH,20190130,20181231,3451500000.0,223000000.0,389490000.0,5044900000.0,18.11
272,603100.SH,20180712,20180630,1630000000.0,113500000.0,95500000.0,4891000000.0,4.71
273,603100.SH,20180208,20171231,3060000000.0,177000000.0,155000000.0,4726020000.0,8.0
274,603100.SH,20170713,20170630,1454000000.0,76700000.0,70800000.0,4590500000.0,3.71
275,603100.SH,20170121,20161231,3200000000.0,130000000.0,127200000.0,4498200000.0,6.92
276,002905.SZ,20190228,20181231,2010490918.86,237673940.6,159399570.48,2926795569.21,8.32
277,002905.SZ,20180228,20171231,2190880132.78,294074491.59,210920122.49,3036602744.05,19.1
278,002712.SZ,20190228,20181231,5282529062.68,65795271.0,31521765.46,4400167647.52,0.96
279,002712.SZ,20180228,20171231,4138603925.36,245139325.85,232333247.69,5174490969.65,10.17
280,002712.SZ,20170228,20161231,3817253876.98,178511662.53,140119262.05,2656513136.88,10.95
281,002165.SZ,20190227,20181231,2466493700.0,37672200.0,28464100.0,3635439200.0,1.87
282,002165.SZ,20180728,20180630,1254620600.0,9846100.0,10117400.0,3242793400.0,0.65
283,002165.SZ,20180227,20171231,2177924400.0,54657300.0,43309300.0,2934788900.0,2.79
284,002165.SZ,20170228,20161231,1837688000.0,101176100.0,130957400.0,2490771500.0,9.95
285,002192.SZ,20190228,20181231,383081555.68,-9528099.67,-6878026.19,1077820746.23,-0.9
286,002192.SZ,20180728,20180630,189706187.38,-8384039.82,-3123393.83,1177012160.03,-0.41
287,002192.SZ,20180228,20171231,279081923.51,40004405.87,36581942.52,1077930272.83,4.86
288,002192.SZ,20170729,20170630,94171258.43,-5645575.78,627942.53,981941340.17,0.09
289,002192.SZ,20170228,20161231,247764114.01,6645873.55,5305445.58,913005473.82,0.73
290,300386.SZ,20190228,20181231,1071782400.0,137110900.0,135785100.0,2015356900.0,7.94
291,300386.SZ,20180228,20171231,1102218100.0,115008800.0,124639500.0,1968972100.0,7.75
292,300386.SZ,20170228,20161231,889431900.0,97025300.0,119589600.0,1812901300.0,7.81
293,300405.SZ,20190227,20181231,1195803521.79,-246171182.48,-94829452.68,1752966114.77,-10.51
294,300405.SZ,20180228,20171231,1119353032.23,26201499.8,25345415.47,1825677663.93,2.7
295,300405.SZ,20170228,20161231,777324335.03,15178068.72,15112018.64,1700428428.01,2.25
